EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
20.617,4.266,16.849,78.223,33.484,41.067,39.916,10.475,-0.077,0.780,0.610,-3.082,-0.092,0.305,86.667,20642.000,1.000
14.540,0.241,14.816,102.062,37.253,43.782,40.932,10.227,-0.077,0.779,0.610,-3.082,-0.092,0.275,86.667,20643.000,1.000
5.084,-5.237,9.475,104.584,31.009,38.119,32.783,7.249,-0.077,0.779,0.608,-2.930,-0.153,0.214,86.667,20644.000,1.000
-4.594,-10.306,3.026,91.774,19.689,27.541,20.063,2.645,-0.080,0.781,0.612,-2.838,-0.275,0.183,86.667,20645.000,1.000
-13.745,-14.528,-3.730,66.812,5.167,13.200,4.683,-3.615,-0.081,0.779,0.610,-2.777,-0.244,0.153,86.667,20646.000,1.000
-22.880,-18.164,-10.867,28.548,-13.490,-5.310,-13.747,-11.668,-0.080,0.780,0.611,-2.747,-0.336,0.153,86.667,20647.000,1.000
-30.926,-20.515,-17.375,-20.500,-34.788,-25.750,-33.352,-19.930,-0.082,0.780,0.609,-2.686,-0.488,0.122,86.667,20648.000,1.000
-34.831,-19.954,-20.780,-68.849,-52.443,-41.952,-48.314,-25.245,-0.078,0.781,0.611,-2.533,-0.580,0.061,86.667,20649.000,1.000
-32.404,-15.885,-19.340,-102.399,-60.021,-48.251,-53.306,-25.554,-0.079,0.783,0.610,-2.625,-0.671,-0.031,86.667,20650.000,1.000
-24.778,-9.978,-14.119,-115.423,-56.971,-44.615,-48.706,-22.096,-0.077,0.784,0.609,-2.502,-0.641,-0.092,86.667,20651.000,1.000
-14.855,-4.486,-7.667,-111.828,-47.714,-35.441,-39.169,-17.823,-0.079,0.783,0.611,-2.502,-0.641,-0.122,86.667,20652.000,1.000
-3.826,0.350,-0.861,-95.557,-34.928,-23.492,-27.213,-13.765,-0.078,0.785,0.610,-2.472,-0.641,0.000,86.667,20653.000,1.000
8.932,5.977,7.287,-64.732,-16.987,-7.723,-11.173,-8.517,-0.077,0.786,0.610,-2.502,-0.549,0.031,86.667,20654.000,1.000
22.465,12.636,16.618,-18.102,6.797,12.145,9.634,-1.445,-0.075,0.787,0.611,-2.502,-0.488,0.000,86.667,20655.000,1.000
32.760,18.040,24.305,36.053,31.158,31.523,30.350,5.229,-0.073,0.789,0.611,-2.594,-0.366,0.122,86.667,20656.000,1.000
35.796,19.479,27.050,81.881,47.593,43.442,43.325,8.388,-0.072,0.790,0.609,-2.625,-0.275,0.244,86.667,20657.000,1.000
31.322,16.523,24.132,107.435,51.577,44.566,44.841,7.248,-0.072,0.789,0.610,-2.594,-0.122,0.214,86.667,20658.000,1.000
22.624,10.978,17.649,112.086,45.414,37.334,37.552,3.727,-0.073,0.790,0.609,-2.777,-0.122,0.244,86.667,20659.000,1.000
12.883,4.650,9.978,101.567,33.727,25.965,26.091,-0.200,-0.075,0.788,0.608,-2.899,-0.092,0.244,86.667,20660.000,1.000
2.814,-1.996,1.792,78.305,17.968,11.774,11.832,-4.582,-0.077,0.786,0.608,-2.869,0.092,0.427,86.667,20661.000,1.000
-7.890,-8.870,-7.023,40.466,-2.822,-6.151,-6.380,-10.447,-0.078,0.785,0.608,-2.777,0.153,0.366,86.667,20662.000,1.000
-17.619,-14.549,-15.174,-9.359,-26.496,-26.198,-26.944,-17.137,-0.076,0.786,0.612,-2.747,0.183,0.458,86.667,20663.000,1.000
-22.702,-16.518,-19.923,-58.892,-45.903,-42.508,-43.538,-21.809,-0.078,0.789,0.610,-2.838,0.244,0.488,86.667,20664.000,1.000
-20.746,-13.668,-19.735,-93.313,-54.287,-49.452,-50.020,-22.151,-0.079,0.789,0.608,-2.869,0.397,0.336,86.667,20665.000,1.000
-13.330,-7.888,-16.148,-106.761,-51.457,-46.786,-46.117,-18.806,-0.079,0.787,0.608,-2.777,0.458,0.214,86.667,20666.000,1.000
-4.312,-2.282,-12.164,-103.652,-42.534,-38.707,-36.438,-14.241,-0.078,0.786,0.609,-2.930,0.397,0.214,86.667,20667.000,1.000
4.152,1.852,-9.093,-88.909,-30.972,-28.196,-24.304,-9.680,-0.077,0.787,0.607,-2.899,0.458,0.244,86.667,20668.000,1.000
12.781,5.492,-5.847,-61.109,-15.307,-14.366,-8.861,-4.222,-0.077,0.784,0.607,-2.869,0.519,0.183,86.667,20669.000,1.000
22.406,9.640,-1.341,-17.938,6.210,3.816,10.913,2.926,-0.075,0.782,0.606,-2.899,0.549,0.244,86.667,20670.000,1.000
31.299,13.521,3.294,34.036,29.736,22.879,31.243,10.211,-0.076,0.782,0.606,-2.899,0.549,0.092,86.667,20671.000,1.000
36.228,15.370,5.511,79.529,47.032,36.022,44.864,14.556,-0.077,0.785,0.606,-2.899,0.610,0.000,86.667,20672.000,1.000
35.685,14.416,3.993,105.838,52.583,39.062,47.330,14.363,-0.078,0.787,0.609,-2.747,0.702,0.000,86.667,20673.000,1.000
30.840,11.408,-0.315,111.444,47.583,33.520,40.271,10.780,-0.080,0.788,0.605,-2.655,0.732,-0.183,86.667,20674.000,1.000
23.238,7.317,-5.903,101.681,36.163,23.142,27.786,5.736,-0.079,0.787,0.606,-2.747,0.793,-0.092,86.667,20675.000,1.000
12.904,2.252,-12.518,78.686,19.716,9.054,11.331,-0.346,-0.078,0.784,0.607,-2.869,0.763,-0.122,86.667,20676.000,1.000
-0.290,-3.891,-20.518,40.271,-2.660,-9.644,-9.705,-7.949,-0.077,0.782,0.606,-2.960,0.763,-0.061,86.667,20677.000,1.000
-13.980,-10.040,-28.741,-10.811,-28.529,-30.911,-32.868,-16.033,-0.080,0.781,0.604,-2.899,0.702,0.000,86.667,20678.000,1.000
-23.620,-14.127,-34.274,-61.320,-50.003,-48.098,-51.020,-21.609,-0.078,0.780,0.605,-2.655,0.702,0.061,86.667,20679.000,1.000
-26.019,-14.855,-34.848,-95.170,-59.196,-54.762,-57.592,-22.227,-0.080,0.781,0.606,-2.533,0.732,0.122,86.667,20680.000,1.000
-21.912,-12.638,-30.737,-105.660,-54.752,-50.090,-52.247,-18.120,-0.083,0.782,0.604,-2.350,0.610,0.183,86.667,20681.000,1.000
-14.501,-8.625,-23.865,-97.558,-41.502,-38.336,-39.921,-11.443,-0.083,0.782,0.608,-2.319,0.671,0.336,86.667,20682.000,1.000
-5.869,-3.374,-15.570,-77.551,-24.204,-23.456,-24.727,-3.831,-0.084,0.786,0.606,-2.380,0.702,0.488,86.667,20683.000,1.000
4.079,2.886,-6.066,-46.360,-3.677,-6.069,-6.669,4.504,-0.084,0.786,0.607,-2.319,0.610,0.549,86.667,20684.000,1.000
14.877,8.754,3.688,-2.845,19.950,13.444,14.721,12.997,-0.084,0.785,0.607,-2.228,0.549,0.671,86.667,20685.000,1.000
23.255,11.521,10.748,46.550,42.231,30.765,35.306,19.142,-0.084,0.786,0.608,-2.350,0.427,0.702,86.667,20686.000,1.000
25.196,9.502,12.185,87.626,55.776,39.467,47.777,20.198,-0.087,0.786,0.605,-2.289,0.336,0.702,86.667,20687.000,1.000
19.851,4.184,8.321,109.496,57.067,37.427,48.558,16.431,-0.089,0.788,0.609,-2.319,0.275,0.824,86.667,20688.000,1.000
10.199,-0.875,2.822,112.659,49.587,29.182,41.067,11.374,-0.090,0.790,0.609,-2.380,0.183,0.977,86.667,20689.000,1.000
-0.324,-3.491,-1.006,103.523,38.805,20.590,30.895,8.228,-0.088,0.789,0.607,-2.350,0.000,0.946,86.667,20690.000,1.000
-10.736,-4.565,-3.288,83.723,25.784,12.589,19.440,6.784,-0.089,0.792,0.609,-2.411,-0.153,0.824,86.667,20691.000,1.000
-21.431,-6.178,-6.287,49.507,8.025,1.985,4.370,4.624,-0.088,0.793,0.608,-2.625,-0.366,0.916,86.667,20692.000,1.000
-31.144,-8.698,-10.681,1.837,-13.919,-12.237,-14.240,0.861,-0.085,0.792,0.605,-2.594,-0.549,0.824,86.667,20693.000,1.000
-36.631,-10.381,-14.308,-47.369,-33.543,-25.681,-30.891,-2.451,-0.084,0.792,0.607,-2.808,-0.641,0.824,86.667,20694.000,1.000
-35.910,-9.611,-14.751,-82.530,-43.575,-32.609,-39.123,-2.806,-0.080,0.792,0.608,-2.686,-0.793,0.732,86.667,20695.000,1.000
-30.558,-6.506,-11.943,-96.768,-42.555,-31.614,-37.521,0.002,-0.079,0.794,0.609,-2.899,-0.824,0.702,86.667,20696.000,1.000
-23.727,-1.945,-7.323,-93.979,-34.324,-25.403,-29.459,4.452,-0.078,0.793,0.607,-2.960,-0.885,0.732,86.667,20697.000,1.000
-16.783,3.764,-1.393,-79.189,-21.886,-15.817,-17.610,9.728,-0.078,0.794,0.610,-3.052,-0.946,0.732,86.667,20698.000,1.000
-8.975,10.431,6.594,-51.291,-4.446,-1.586,-1.242,16.325,-0.077,0.791,0.609,-3.235,-0.916,0.824,86.667,20699.000,1.000
-0.132,16.842,16.523,-8.172,18.551,18.049,20.029,24.195,-0.078,0.790,0.609,-3.387,-0.793,0.793,86.667,20700.000,1.000
7.210,20.656,25.712,43.140,42.158,38.783,41.381,30.924,-0.077,0.788,0.607,-3.448,-0.885,0.916,86.667,20701.000,1.000
9.278,19.940,30.174,86.371,57.410,52.541,54.303,32.733,-0.075,0.786,0.610,-3.326,-0.793,0.854,86.667,20702.000,1.000
4.958,15.264,28.129,108.236,59.096,54.284,53.972,28.042,-0.074,0.784,0.608,-3.326,-0.702,0.763,86.667,20703.000,1.000
-2.964,9.467,21.572,108.116,50.068,46.011,43.406,19.210,-0.075,0.785,0.608,-3.265,-0.641,0.793,86.667,20704.000,1.000
-10.980,4.754,13.780,93.304,36.477,32.995,28.991,9.972,-0.077,0.784,0.607,-3.296,-0.519,0.732,86.667,20705.000,1.000
-18.076,0.828,6.190,67.531,20.633,17.747,13.528,2.066,-0.077,0.785,0.606,-3.204,-0.488,0.793,86.667,20706.000,1.000
-25.100,-3.792,-1.606,28.465,0.718,-0.576,-4.438,-4.974,-0.076,0.785,0.605,-3.296,-0.519,0.824,86.667,20707.000,1.000
-31.743,-9.248,-9.399,-23.164,-23.021,-21.384,-24.906,-11.367,-0.076,0.784,0.606,-3.082,-0.458,0.732,86.667,20708.000,1.000
-35.450,-13.679,-15.004,-76.033,-44.380,-39.457,-42.512,-15.524,-0.075,0.784,0.607,-2.991,-0.458,0.702,86.667,20709.000,1.000
-33.947,-15.155,-16.102,-113.987,-55.471,-48.417,-50.263,-15.593,-0.075,0.784,0.610,-3.052,-0.427,0.763,86.667,20710.000,1.000
-27.901,-13.613,-12.807,-128.876,-54.002,-46.690,-46.299,-11.932,-0.076,0.785,0.608,-2.960,-0.336,0.610,86.667,20711.000,1.000
-19.826,-10.288,-7.317,-124.216,-44.012,-37.935,-34.690,-6.839,-0.075,0.786,0.609,-2.960,-0.305,0.580,86.667,20712.000,1.000
-10.928,-5.844,-1.298,-106.163,-29.662,-25.736,-19.778,-1.830,-0.076,0.789,0.613,-2.930,-0.244,0.580,86.667,20713.000,1.000
-0.426,-0.009,5.414,-75.244,-10.939,-10.066,-2.102,3.755,-0.079,0.790,0.614,-2.899,-0.214,0.580,86.667,20714.000,1.000
11.791,6.909,13.309,-30.017,13.141,9.941,18.945,10.976,-0.078,0.788,0.615,-2.960,-0.061,0.610,86.667,20715.000,1.000
22.794,12.808,20.981,23.187,38.727,31.039,40.002,18.674,-0.076,0.788,0.611,-3.021,-0.061,0.519,86.667,20716.000,1.000
28.047,14.902,25.437,69.097,57.392,46.062,53.939,23.693,-0.077,0.787,0.608,-2.930,-0.122,0.549,86.667,20717.000,1.000
25.535,12.300,25.010,94.461,63.112,49.973,56.067,24.036,-0.077,0.786,0.608,-2.808,0.061,0.519,86.667,20718.000,1.000
17.574,6.870,20.967,97.890,57.170,44.151,48.351,20.786,-0.077,0.786,0.611,-2.808,-0.031,0.458,86.667,20719.000,1.000
7.965,1.106,15.479,86.187,44.694,33.271,35.837,16.091,-0.078,0.787,0.610,-2.808,0.000,0.519,86.667,20720.000,1.000
-1.580,-4.160,9.059,63.125,28.091,19.397,20.411,10.334,-0.078,0.787,0.609,-2.747,0.061,0.488,86.667,20721.000,1.000
-11.187,-9.240,1.115,26.491,6.422,1.489,0.584,2.526,-0.078,0.787,0.610,-2.716,0.061,0.519,86.667,20722.000,1.000
-20.003,-13.624,-7.581,-23.169,-19.132,-19.674,-22.923,-7.019,-0.079,0.788,0.611,-2.655,0.061,0.488,86.667,20723.000,1.000
-25.325,-15.745,-14.275,-75.054,-42.053,-38.606,-44.021,-15.646,-0.081,0.787,0.612,-2.625,0.153,0.519,86.667,20724.000,1.000
-24.889,-14.748,-16.421,-113.227,-54.665,-48.669,-55.281,-20.380,-0.080,0.787,0.612,-2.594,0.153,0.519,86.667,20725.000,1.000
-19.143,-11.611,-13.933,-128.796,-54.701,-47.720,-54.297,-20.428,-0.079,0.785,0.611,-2.625,0.092,0.580,86.667,20726.000,1.000
-10.392,-7.961,-8.741,-124.073,-45.823,-38.678,-44.497,-17.085,-0.080,0.784,0.611,-2.655,0.183,0.519,86.667,20727.000,1.000
-0.159,-4.215,-2.388,-104.707,-31.894,-24.824,-29.990,-11.556,-0.080,0.786,0.610,-2.625,0.183,0.519,86.667,20728.000,1.000
11.358,0.332,5.022,-71.959,-13.255,-6.739,-11.802,-4.047,-0.082,0.784,0.610,-2.563,0.214,0.488,86.667,20729.000,1.000
23.121,5.691,13.263,-25.877,10.084,15.030,9.736,4.759,-0.081,0.785,0.612,-2.350,0.244,0.458,86.667,20730.000,1.000
31.911,10.294,20.382,26.278,33.581,36.126,30.757,12.448,-0.079,0.787,0.615,-2.533,0.275,0.580,86.667,20731.000,1.000
34.242,12.325,23.711,69.854,49.383,49.743,44.705,16.222,-0.079,0.785,0.610,-2.533,0.275,0.519,86.667,20732.000,1.000
29.506,11.475,22.348,93.186,52.909,52.260,47.814,15.407,-0.078,0.784,0.606,-2.502,0.275,0.458,86.667,20733.000,1.000
20.307,8.707,17.605,95.710,46.173,45.762,41.827,11.604,-0.079,0.788,0.608,-2.441,0.244,0.458,86.667,20734.000,1.000
9.544,4.491,10.847,83.442,33.470,34.105,30.297,6.187,-0.076,0.788,0.608,-2.319,0.336,0.336,86.667,20735.000,1.000
-1.693,-1.500,2.172,58.988,15.951,18.386,14.099,-1.083,-0.075,0.788,0.609,-2.350,0.397,0.519,86.667,20736.000,1.000
-12.934,-8.744,-8.201,20.368,-7.331,-1.944,-7.420,-10.376,-0.074,0.787,0.609,-2.319,0.427,0.549,86.667,20737.000,1.000
-22.217,-14.947,-18.180,-30.094,-33.838,-24.429,-31.545,-19.737,-0.075,0.786,0.608,-2.350,0.610,0.519,86.667,20738.000,1.000
-26.345,-17.324,-24.242,-79.691,-55.509,-42.201,-50.669,-25.552,-0.076,0.786,0.609,-2.319,0.702,0.610,86.667,20739.000,1.000
-23.615,-14.913,-24.074,-112.100,-64.164,-48.693,-57.404,-25.414,-0.076,0.786,0.608,-2.350,0.671,0.580,86.667,20740.000,1.000
-15.766,-9.598,-18.792,-120.194,-58.685,-43.551,-50.955,-20.454,-0.078,0.785,0.607,-2.289,0.641,0.702,86.667,20741.000,1.000
-6.234,-4.258,-11.809,-109.018,-44.865,-32.086,-36.741,-14.044,-0.078,0.786,0.605,-2.319,0.793,0.702,86.667,20742.000,1.000
3.459,0.138,-5.307,-85.861,-28.097,-18.726,-19.753,-8.104,-0.077,0.784,0.607,-2.197,0.702,0.763,86.667,20743.000,1.000
14.314,4.788,1.249,-51.684,-8.711,-3.209,-0.501,-1.795,-0.077,0.787,0.607,-2.228,0.702,0.763,86.667,20744.000,1.000
26.635,10.516,8.890,-5.159,14.369,15.771,21.636,5.830,-0.078,0.786,0.609,-2.197,0.671,0.824,86.667,20745.000,1.000
37.572,16.130,16.613,47.615,37.679,35.159,43.223,13.178,-0.079,0.785,0.606,-2.167,0.732,0.671,86.667,20746.000,1.000
43.030,19.689,21.898,92.309,53.732,48.139,57.463,17.114,-0.081,0.785,0.607,-2.167,0.610,0.702,86.667,20747.000,1.000
41.583,20.495,23.259,116.866,57.671,50.213,60.237,16.144,-0.082,0.785,0.608,-2.258,0.671,0.671,86.667,20748.000,1.000
35.305,19.007,21.213,120.243,51.266,42.940,53.496,11.532,-0.081,0.785,0.607,-2.380,0.549,0.580,86.667,20749.000,1.000
26.647,15.202,16.562,108.541,39.115,30.675,41.653,5.115,-0.084,0.786,0.607,-2.350,0.488,0.549,86.667,20750.000,1.000
15.974,8.246,8.917,84.938,22.798,15.255,26.268,-2.752,-0.084,0.783,0.605,-2.350,0.458,0.366,86.667,20751.000,1.000
3.122,-1.639,-1.952,47.781,1.208,-3.953,6.407,-12.179,-0.083,0.783,0.601,-2.258,0.336,0.275,86.667,20752.000,1.000
-9.591,-11.628,-13.775,-1.041,-23.857,-25.328,-16.251,-21.484,-0.083,0.784,0.604,-2.258,0.183,0.305,86.667,20753.000,1.000
-17.375,-17.425,-21.982,-49.949,-45.081,-42.763,-35.100,-27.096,-0.084,0.787,0.604,-2.075,0.031,0.305,86.667,20754.000,1.000
-16.612,-16.493,-23.015,-83.725,-54.466,-49.714,-43.092,-26.173,-0.085,0.787,0.604,-2.075,-0.122,0.275,86.667,20755.000,1.000
-8.256,-10.256,-17.356,-95.411,-50.332,-45.023,-38.992,-19.256,-0.084,0.788,0.604,-2.228,-0.214,0.122,86.667,20756.000,1.000
3.128,-2.649,-8.809,-89.239,-37.780,-33.262,-27.573,-9.875,-0.086,0.788,0.603,-2.411,-0.366,0.092,86.667,20757.000,1.000
13.555,3.417,-0.963,-71.581,-22.250,-19.283,-13.705,-1.397,-0.084,0.789,0.605,-2.380,-0.366,0.000,86.667,20758.000,1.000
21.864,7.580,5.061,-42.946,-4.824,-4.242,1.776,5.148,-0.084,0.786,0.605,-2.411,-0.488,0.031,86.667,20759.000,1.000
27.995,10.548,9.699,-1.521,15.279,12.280,19.658,10.148,-0.085,0.786,0.603,-2.472,-0.549,0.092,86.667,20760.000,1.000
30.755,12.395,12.954,47.570,35.560,28.007,37.626,13.460,-0.083,0.787,0.606,-2.594,-0.702,0.092,86.667,20761.000,1.000
28.528,12.716,14.139,90.843,50.041,38.100,50.139,14.355,-0.084,0.787,0.606,-2.472,-0.793,0.061,86.667,20762.000,1.000
21.696,11.707,13.255,115.977,54.516,39.793,53.286,13.078,-0.083,0.785,0.604,-2.655,-0.946,0.153,86.667,20763.000,1.000
12.862,10.003,11.280,120.495,50.006,34.930,47.965,11.048,-0.085,0.785,0.603,-2.563,-0.916,0.275,86.667,20764.000,1.000
4.201,7.417,8.573,108.982,39.782,26.713,37.202,8.871,-0.083,0.786,0.603,-2.563,-0.824,0.275,86.667,20765.000,1.000
-4.414,2.739,3.942,84.128,24.611,15.432,21.972,5.185,-0.082,0.786,0.605,-2.533,-0.885,0.244,86.667,20766.000,1.000
-14.018,-4.596,-3.862,44.735,3.216,-0.783,1.607,-1.674,-0.080,0.786,0.606,-2.594,-1.007,0.366,86.667,20767.000,1.000
-23.711,-12.738,-13.730,-6.719,-22.591,-21.132,-21.862,-10.960,-0.081,0.786,0.602,-2.686,-1.068,0.305,86.667,20768.000,1.000
-30.123,-17.897,-21.907,-58.359,-45.532,-39.824,-41.841,-19.069,-0.080,0.787,0.607,-2.747,-1.038,0.336,86.667,20769.000,1.000
-30.350,-17.314,-24.802,-94.694,-57.537,-49.937,-51.401,-22.334,-0.078,0.788,0.608,-2.716,-1.038,0.519,86.667,20770.000,1.000
-24.854,-11.707,-21.881,-107.957,-56.230,-49.025,-48.919,-20.006,-0.079,0.790,0.609,-2.808,-1.099,0.458,86.667,20771.000,1.000
-16.581,-4.328,-15.321,-101.206,-45.326,-39.772,-38.140,-14.030,-0.078,0.789,0.605,-2.991,-0.977,0.519,86.667,20772.000,1.000
-7.739,2.046,-7.371,-80.425,-29.152,-25.693,-23.105,-6.439,-0.079,0.788,0.608,-3.143,-1.038,0.519,86.667,20773.000,1.000
1.454,6.706,1.105,-47.118,-8.904,-8.034,-4.913,2.057,-0.078,0.789,0.607,-3.052,-0.916,0.458,86.667,20774.000,1.000
10.945,10.106,9.656,-1.190,14.903,12.371,15.864,10.898,-0.078,0.788,0.605,-3.052,-0.854,0.549,86.667,20775.000,1.000
18.883,12.257,16.697,50.662,37.961,31.576,35.167,18.012,-0.079,0.787,0.604,-3.082,-0.793,0.458,86.667,20776.000,1.000
22.345,12.379,19.715,93.917,52.703,43.146,46.217,20.437,-0.079,0.785,0.605,-3.113,-0.702,0.397,86.667,20777.000,1.000
20.186,10.098,17.485,116.214,54.488,43.425,45.284,17.189,-0.078,0.786,0.608,-3.082,-0.641,0.336,86.667,20778.000,1.000
14.278,6.176,11.450,116.401,45.729,34.823,35.168,10.647,-0.078,0.786,0.607,-3.143,-0.671,0.244,86.667,20779.000,1.000
7.071,1.359,3.965,100.949,32.040,22.279,21.265,3.955,-0.078,0.785,0.611,-3.143,-0.610,0.214,86.667,20780.000,1.000
-1.139,-4.704,-4.211,73.508,15.582,7.630,5.440,-2.211,-0.078,0.785,0.610,-3.174,-0.580,0.153,86.667,20781.000,1.000
-11.131,-12.131,-13.459,32.550,-5.207,-10.466,-13.944,-9.109,-0.077,0.784,0.610,-3.265,-0.397,0.153,86.667,20782.000,1.000
-21.461,-18.926,-22.699,-20.055,-29.573,-31.335,-36.246,-16.654,-0.077,0.787,0.613,-3.265,-0.275,0.092,86.667,20783.000,1.000
-27.993,-21.889,-28.686,-72.216,-50.941,-49.228,-55.310,-22.050,-0.075,0.786,0.612,-3.326,-0.214,0.183,86.667,20784.000,1.000
-27.532,-19.735,-28.702,-107.562,-61.425,-57.195,-63.771,-22.336,-0.077,0.786,0.613,-3.357,-0.031,0.244,86.667,20785.000,1.000
-21.092,-14.467,-23.365,-118.151,-58.936,-53.415,-59.793,-17.572,-0.076,0.786,0.614,-3.387,0.153,0.214,86.667,20786.000,1.000
-12.533,-9.121,-15.807,-108.243,-47.710,-41.886,-47.607,-10.495,-0.076,0.787,0.613,-3.296,0.305,0.214,86.667,20787.000,1.000
-4.450,-4.611,-8.294,-85.294,-32.040,-26.952,-31.636,-3.286,-0.077,0.785,0.612,-3.326,0.427,0.153,86.667,20788.000,1.000
3.491,0.571,-0.573,-51.191,-12.045,-9.238,-12.466,4.198,-0.077,0.784,0.609,-3.296,0.580,0.183,86.667,20789.000,1.000
12.085,7.515,8.210,-5.256,12.975,11.865,10.236,12.660,-0.076,0.786,0.608,-3.204,0.793,0.275,86.667,20790.000,1.000
19.641,14.477,16.806,46.350,38.779,33.206,32.593,20.744,-0.077,0.787,0.609,-3.143,0.763,0.305,86.667,20791.000,1.000
22.854,18.255,22.285,89.357,56.808,48.058,47.146,25.512,-0.080,0.788,0.610,-3.143,0.885,0.214,86.667,20792.000,1.000
20.452,17.625,23.081,111.712,61.437,52.012,49.239,25.588,-0.079,0.788,0.611,-3.204,1.038,0.244,86.667,20793.000,1.000
14.422,14.095,20.368,112.727,54.635,46.823,40.923,22.488,-0.081,0.790,0.610,-3.235,1.129,0.183,86.667,20794.000,1.000
7.245,9.368,16.011,99.451,42.144,37.143,27.483,18.338,-0.082,0.787,0.611,-3.326,1.190,0.214,86.667,20795.000,1.000
-0.754,3.517,10.253,75.940,26.634,24.893,11.566,13.324,-0.083,0.786,0.612,-3.296,1.251,0.275,86.667,20796.000,1.000
-10.383,-3.827,2.325,40.291,6.910,8.800,-7.407,6.322,-0.084,0.786,0.612,-3.296,1.251,0.305,86.667,20797.000,1.000
-20.475,-11.301,-6.979,-6.882,-16.366,-10.667,-28.417,-2.304,-0.083,0.784,0.614,-3.296,1.343,0.427,86.667,20798.000,1.000
-27.172,-15.906,-14.471,-55.040,-37.019,-28.184,-45.934,-9.682,-0.083,0.785,0.612,-3.265,1.343,0.397,86.667,20799.000,1.000
-27.023,-15.578,-17.001,-88.781,-47.454,-37.080,-53.576,-12.753,-0.083,0.784,0.613,-3.082,1.312,0.549,86.667,20800.000,1.000
-20.155,-11.017,-14.181,-99.879,-45.469,-35.235,-49.838,-10.940,-0.085,0.782,0.612,-3.021,1.465,0.519,86.667,20801.000,1.000
-9.683,-4.491,-8.011,-91.432,-35.080,-25.930,-38.459,-5.951,-0.083,0.783,0.609,-2.838,1.373,0.641,86.667,20802.000,1.000
1.582,2.587,-0.192,-69.790,-20.726,-12.915,-23.232,0.595,-0.084,0.784,0.610,-2.777,1.404,0.641,86.667,20803.000,1.000
12.789,10.140,9.103,-36.276,-2.890,3.314,-4.489,8.332,-0.084,0.783,0.614,-2.686,1.343,0.793,86.667,20804.000,1.000
23.329,17.682,19.449,9.817,19.097,22.958,17.982,16.582,-0.085,0.784,0.611,-2.625,1.221,0.824,86.667,20805.000,1.000
30.859,23.169,28.338,62.091,41.627,42.271,40.243,22.782,-0.084,0.782,0.608,-2.594,1.221,1.007,86.667,20806.000,1.000
32.302,24.247,32.270,105.787,56.983,54.070,54.894,23.711,-0.085,0.782,0.611,-2.472,1.099,1.007,86.667,20807.000,1.000
26.668,20.268,29.528,127.770,59.515,53.412,56.847,18.231,-0.083,0.782,0.611,-2.319,1.038,0.977,86.667,20808.000,1.000
16.078,12.711,21.387,126.039,50.177,41.569,47.253,8.305,-0.085,0.783,0.612,-2.197,1.007,0.916,86.667,20809.000,1.000
3.780,3.847,10.740,107.323,34.027,23.706,31.059,-2.664,-0.087,0.784,0.612,-2.136,0.916,0.885,86.667,20810.000,1.000
-8.262,-4.553,0.045,77.037,14.530,3.804,11.814,-12.086,-0.084,0.785,0.612,-2.136,0.885,0.916,86.667,20811.000,1.000
-19.267,-11.247,-9.307,35.520,-7.795,-16.776,-9.502,-18.819,-0.086,0.786,0.613,-2.045,0.854,1.007,86.667,20812.000,1.000
-27.817,-15.088,-16.323,-15.172,-31.357,-36.340,-30.926,-22.320,-0.086,0.786,0.611,-1.953,0.732,0.977,86.667,20813.000,1.000
-31.578,-15.400,-19.946,-64.674,-50.576,-50.737,-47.196,-22.089,-0.085,0.789,0.611,-2.014,0.610,1.007,86.667,20814.000,1.000
-29.476,-12.950,-19.856,-98.770,-59.182,-55.893,-52.955,-18.439,-0.084,0.786,0.614,-2.014,0.580,0.977,86.667,20815.000,1.000
-23.483,-9.982,-17.438,-110.689,-56.098,-52.085,-47.985,-13.360,-0.085,0.788,0.608,-2.014,0.458,0.946,86.667,20816.000,1.000
-17.083,-8.465,-14.892,-104.929,-45.975,-43.832,-37.357,-9.424,-0.086,0.788,0.607,-2.075,0.366,0.946,86.667,20817.000,1.000
-11.783,-8.111,-12.905,-88.741,-33.289,-34.709,-25.659,-7.250,-0.086,0.788,0.609,-1.984,0.153,0.916,86.667,20818.000,1.000
-6.088,-6.762,-9.982,-63.175,-17.903,-23.751,-12.682,-4.787,-0.087,0.789,0.612,-1.984,0.122,0.916,86.667,20819.000,1.000
1.362,-3.215,-4.837,-26.069,1.761,-8.656,3.567,-0.175,-0.089,0.789,0.613,-1.953,0.122,0.946,86.667,20820.000,1.000
8.512,0.812,0.999,17.590,22.434,8.277,20.767,5.123,-0.091,0.789,0.610,-2.014,-0.061,0.854,86.667,20821.000,1.000
11.105,2.245,3.997,53.264,35.924,19.935,31.895,7.238,-0.093,0.792,0.611,-2.075,-0.244,0.763,86.667,20822.000,1.000
7.105,-0.173,2.147,67.356,36.270,20.862,31.656,3.929,-0.096,0.794,0.610,-1.984,-0.610,0.732,86.667,20823.000,1.000
-1.232,-4.940,-3.141,57.872,25.140,12.254,21.438,-3.208,-0.098,0.798,0.615,-2.136,-0.763,0.549,86.667,20824.000,1.000
