Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Elements
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,781685,777.6557,779.67035,781.28204,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,784.5055,777.6557,782.0879,785.7143,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,784.90845,780.4762,786.9231,788.1319,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,787326,778.46155,792.96704,784.90845,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,790.9524,777.6557,788.93774,789.7436,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,788.1319,776.8498,785.7143,784.90845,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,785.31134,772.01465,785.7143,776.4469,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,787326,770.40295,781685,778.46155,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,784.5055,770.40295,776.8498,783.2967,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,791.75824,777.6557,782.8938,794.17584,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,794.17584,785.7143,788.93774,796.1905,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,783.69965,779.2674,780.87915,782.49084,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,778.0586,772.8205,779.67035,778.46155,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,780.4762,777.25275,784.5055,780.87915,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,782.0879,780.07324,787326,780.87915,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,784.10254,779.67035,792.96704,781.28204,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,787326,783.2967,796.1905,782.49084,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,786.1172,786.1172,793.36993,791.3553,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,784.90845,788.93774,790.9524,801.4286,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,785.31134,788.93774,792.5641,801.4286,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,784.90845,786.52014,791.3553,794.57874,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,784.10254,788.93774,787.72894,790.14655,
0.5723622,0.6996393,0.5905843,1.0123433,0.5633173,0.24192518,0.6303257,0.5899164,786.1172,788.5348,793.7729,794.57874,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,786.52014,782.8938,799.81683,799011,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,782.0879,779.2674,798.20514,793.7729,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,780.87915,781.28204,799.81683,789.7436,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,780.87915,780.07324,794.57874,792.1612,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,784.5055,779.67035,786.52014,793.7729,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,793.36993,782.0879,791.75824,796.1905,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,789.7436,783.69965,797.8022,790.54944,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,788.93774,784.5055,794.57874,782.8938,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,793.36993,786.1172,793.7729,785.31134,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,794.9817,789.7436,797.8022,791.3553,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,801.8315,792.5641,796.1905,795.38464,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,805.4579,787326,790.9524,794.17584,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,796.5934,777.25275,785.31134,799011,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,798.20514,770.80585,786.52014,804.65204,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,803.0403,773.6264,783.2967,795.38464,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,805.4579,780.07324,770.40295,786.9231,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,805.05493,784.10254,763.5531,784.10254,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,794.57874,785.7143,774.0293,776.4469,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,793.7729,786.52014,789.34064,775.64105,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,793.7729,787.72894,786.9231,776.04395,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,797.8022,792.96704,782.49084,780.4762,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,808.68134,793.36993,780.4762,792.1612,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,811.50183,788.5348,774.83514,794.17584,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,802.23444,786.52014,771.6117,782.8938,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,798.60803,790.9524,764.7619,784.5055,
0.566279,0.6996393,0.5905843,0.93528086,0.55410194,0.23173499,0.646408,0.5935555,803.8461,794.57874,768.3883,788.5348,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,807.0696,790.54944,777.25275,786.9231,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,804.2491,789.34064,778.0586,784.10254,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,801.8315,790.54944,768.7912,779.67035,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,804.65204,785.31134,766.77655,785.31134,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,809.4872,781685,776.8498,795.38464,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,817.5458,787.72894,783.2967,803.0403,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,821.1722,791.3553,778.86444,808.68134,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,820.3663,788.5348,775.64105,802.23444,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,815.12823,786.1172,782.0879,791.3553,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,810293,783.2967,784.5055,786.52014,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,809.4872,784.10254,780.07324,786.9231,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,808.2784,785.7143,775.2381,793.36993,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,810696,787326,778.0586,795.38464,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,815.9341,790.9524,784.5055,791.75824,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,812.3077,787.72894,784.10254,793.36993,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,806.6667,780.87915,776.04395,796.99634,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,803.8461,780.87915,778.0586,799.41394,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,802.23444,782.8938,784.5055,805.05493,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,802.6374,782.0879,771.2088,808.68134,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,803.0403,781.28204,767.98535,805.05493,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,805.05493,778.46155,782.49084,799.81683,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,805.05493,776.8498,784.5055,799.41394,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,798.60803,772.8205,780.4762,799.41394,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,794.17584,770.80585,780.4762,795.38464,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,792.5641,773.22345,783.2967,794.17584,
0.5721092,0.6953524,0.5838283,0.8404564,0.53886133,0.22049572,0.6689561,0.59171814,788.93774,775.64105,784.5055,793.36993,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,787.72894,777.25275,782.0879,789.34064,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,793.7729,783.69965,787326,794.57874,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,801.02563,786.52014,791.3553,797.3993,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,797.8022,784.5055,784.10254,795.78754,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,790.54944,779.2674,773.22345,790.54944,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,788.1319,773.6264,772.8205,790.14655,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,782.49084,770.0,778.46155,792.5641,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,777.6557,765.56775,775.64105,778.0586,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,777.25275,765.16486,766.77655,774.83514,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,782.8938,772.4176,773.22345,789.7436,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,790.9524,774.83514,781685,799.41394,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,789.7436,773.6264,784.10254,794.17584,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,799011,776.8498,786.9231,797.3993,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,802.6374,780.07324,790.14655,806.26373,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,793.7729,776.4469,788.1319,798.60803,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,800.2198,775.64105,780.87915,798.60803,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,802.23444,780.87915,777.6557,801.02563,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,803.0403,785.7143,777.6557,803.0403,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,804.65204,785.7143,773.22345,798.60803,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,796.99634,780.07324,772.8205,788.1319,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,793.7729,776.4469,775.2381,787.72894,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,795.38464,776.4469,773.22345,788.93774,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,794.57874,778.0586,773.6264,791.3553,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,788.1319,775.2381,769.19415,785.31134,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,782.8938,769.59705,764.35895,781.28204,
0.5577218,0.6940095,0.52967745,0.7828104,0.51813054,0.2150398,0.67278576,0.5870043,786.1172,768.3883,764.35895,782.0879,
0.5452373,0.6868487,0.51023054,0.68142605,0.49420792,0.21805136,0.6631675,0.5822519,785.7143,771.2088,765.56775,783.69965,
