Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Elements
-0.008467668,0.27415976,0.3636164,0.43679985,0.2889032,0.04631576,0.04385816,0.68645185,773.6264,785.7143,786.9231,798.60803,
-0.008467668,0.27415976,0.3636164,0.43679985,0.2889032,0.04631576,0.04385816,0.68645185,763.5531,782.49084,784.90845,792.96704,
-0.008467668,0.27415976,0.3636164,0.43679985,0.2889032,0.04631576,0.04385816,0.68645185,763.5531,778.86444,787.72894,781685,
-0.008467668,0.27415976,0.3636164,0.43679985,0.2889032,0.04631576,0.04385816,0.68645185,764.7619,778.46155,785.7143,787326,
-0.008467668,0.27415976,0.3636164,0.43679985,0.2889032,0.04631576,0.04385816,0.68645185,767.1795,782.0879,787.72894,795.38464,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,770.80585,782.49084,792.1612,797.8022,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,767.1795,782.49084,789.7436,801.02563,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,767.1795,783.2967,784.90845,791.3553,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,770.40295,784.90845,785.31134,788.93774,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,774.83514,787.72894,781685,796.5934,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,778.0586,784.5055,778.86444,798.60803,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,779.67035,783.2967,781685,794.57874,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,788.5348,785.7143,786.52014,793.36993,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,791.75824,780.4762,790.54944,799.41394,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,786.1172,779.2674,786.9231,804.65204,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,783.2967,782.0879,782.49084,808.68134,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,783.2967,782.0879,786.52014,805.4579,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,781685,784.10254,790.14655,804.2491,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,780.07324,785.31134,788.1319,804.65204,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,782.49084,786.9231,784.90845,800.6227,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,785.31134,786.1172,782.0879,799011,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,782.8938,781.28204,779.2674,803.0403,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,784.90845,778.46155,777.6557,803.44324,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,787326,782.0879,777.25275,789.7436,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,775.64105,780.87915,776.8498,778.46155,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,770.40295,781.28204,777.6557,784.90845,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,766.77655,784.5055,780.87915,790.9524,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,757.50916,782.0879,782.49084,789.7436,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,747.8388,782.49084,777.25275,781.28204,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,740.58606,779.2674,773.22345,775.2381,
1.1181467,0.27415976,0.3608724,0.3682351,0.37805063,0.025592297,0.03212936,0.2793389,749.45056,779.2674,776.8498,777.6557,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,758.71796,786.9231,783.69965,782.8938,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,760.7326,786.9231,780.4762,783.2967,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,763.5531,788.1319,778.86444,790.14655,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,768.7912,793.36993,786.1172,800.6227,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,774.83514,787.72894,788.5348,797.3993,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,772.8205,785.7143,784.5055,795.38464,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,771.6117,789.34064,784.10254,793.36993,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,779.67035,787.72894,786.1172,796.1905,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,780.4762,784.10254,788.1319,804.2491,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,774.0293,782.0879,788.5348,800.6227,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,776.04395,781685,782.0879,799011,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,783.2967,784.10254,778.0586,799011,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,782.49084,782.49084,780.4762,793.36993,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,780.4762,778.0586,784.90845,802.23444,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,778.46155,782.8938,783.69965,809.4872,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,772.8205,783.69965,777.25275,799.81683,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,773.6264,784.5055,778.0586,796.1905,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,780.87915,785.31134,780.87915,799011,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,781685,785.7143,781685,798.60803,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,773.6264,781685,781.28204,792.5641,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,761.53845,773.6264,781685,782.0879,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,761.13556,775.2381,786.52014,780.07324,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,768.3883,778.86444,792.5641,783.2967,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,771.6117,780.4762,790.9524,784.10254,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,768.7912,776.4469,782.8938,783.2967,
1.1189655,0.27415976,0.36276028,0.37295553,0.35517842,0.005361067,0.026122611,0.25974086,763.1502,773.22345,782.49084,783.2967,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,763.95605,774.43225,782.49084,773.22345,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,770.80585,776.8498,780.4762,771.6117,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,774.0293,779.67035,787326,779.2674,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,774.43225,780.4762,791.3553,779.2674,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,779.2674,777.6557,785.31134,782.49084,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,784.90845,778.0586,779.67035,781685,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,784.5055,786.1172,779.67035,778.86444,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,786.9231,788.5348,782.49084,785.31134,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,791.75824,787.72894,785.7143,791.75824,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,788.5348,787326,783.2967,796.1905,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,786.52014,784.90845,782.49084,798.60803,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,790.14655,788.93774,784.5055,796.1905,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,788.5348,793.36993,782.8938,793.7729,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,788.1319,794.17584,780.87915,787.72894,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,788.93774,789.7436,781.28204,790.9524,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,781685,782.49084,782.0879,795.38464,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,772.8205,782.49084,774.83514,784.5055,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,776.8498,785.7143,778.46155,784.90845,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,778.0586,790.14655,787326,789.34064,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,776.4469,788.93774,786.9231,791.3553,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,776.4469,787326,783.2967,785.7143,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,770.40295,789.7436,783.2967,776.4469,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,776.8498,792.96704,788.1319,782.8938,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,775.2381,791.3553,786.52014,780.4762,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,770.40295,784.90845,783.69965,770.80585,
1.1190745,0.27234018,0.3611669,0.38800725,0.33644617,-0.013721639,0.023171265,0.23996948,771.6117,784.5055,783.2967,767.98535,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,771.6117,788.93774,789.34064,765.16486,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,774.0293,790.14655,789.34064,767.1795,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,772.8205,788.5348,786.52014,771.2088,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,777.6557,789.7436,791.3553,775.2381,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,781.28204,785.31134,788.93774,780.07324,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,775.64105,784.10254,788.1319,784.90845,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,778.46155,784.90845,792.5641,787.72894,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,783.2967,780.87915,796.5934,791.3553,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,787326,785.31134,793.36993,796.1905,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,790.9524,790.9524,790.54944,796.1905,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,791.3553,790.54944,797.3993,796.1905,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,792.1612,790.14655,802.23444,793.36993,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,796.1905,791.3553,799.41394,789.7436,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,805.8608,791.75824,794.9817,796.1905,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,809.4872,789.34064,791.3553,801.02563,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,799.81683,791.75824,788.5348,794.17584,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,795.38464,795.38464,790.14655,786.1172,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,795.38464,796.99634,785.7143,782.49084,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,791.3553,794.17584,775.2381,782.49084,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,796.5934,790.54944,776.04395,785.31134,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,793.7729,790.54944,779.2674,779.67035,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,786.1172,794.17584,782.49084,776.4469,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,781.28204,790.14655,785.31134,781685,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,778.0586,790.9524,783.69965,784.10254,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,779.67035,797.8022,784.5055,788.93774,
1.1190745,0.24953826,0.35963228,0.5318027,0.33043742,-0.030072745,0.024102466,0.21827224,779.67035,793.36993,782.0879,786.9231,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,779.2674,788.93774,779.67035,778.46155,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,778.0586,789.34064,781.28204,785.31134,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,780.87915,786.1172,783.69965,785.31134,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,790.9524,782.8938,782.0879,785.31134,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,798.20514,784.10254,778.86444,787.72894,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,794.57874,785.31134,778.46155,789.34064,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,792.5641,779.2674,779.67035,795.78754,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,796.1905,776.8498,781.28204,796.5934,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,800.2198,778.46155,780.4762,798.20514,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,799011,778.46155,778.46155,801.02563,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,795.38464,782.0879,775.64105,793.7729,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,797.8022,782.49084,778.86444,791.75824,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,793.7729,776.4469,777.25275,790.9524,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,794.9817,779.2674,772.8205,793.36993,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,792.1612,785.31134,772.4176,792.5641,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,781.28204,778.86444,770.80585,778.86444,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,781685,780.07324,773.6264,778.86444,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,780.07324,782.49084,773.6264,780.87915,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,779.67035,779.2674,771.6117,782.8938,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,782.0879,780.87915,769.59705,779.67035,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,774.0293,779.67035,771.2088,773.6264,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,768.7912,775.64105,774.0293,770.80585,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,770.80585,775.2381,769.19415,766.77655,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,774.43225,778.0586,770.40295,769.59705,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,781.28204,779.67035,776.4469,780.87915,
1.1190745,0.16367938,0.33257294,0.7315438,0.33930078,-0.0424276,0.025316173,0.1982873,780.87915,777.6557,775.64105,779.2674,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,783.2967,781.28204,777.25275,769.59705,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,787326,781685,775.2381,774.0293,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,787.72894,778.0586,772.01465,777.6557,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,792.96704,777.6557,776.04395,781.28204,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,798.20514,781.28204,787326,782.49084,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,798.60803,782.49084,796.99634,784.90845,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,791.3553,782.8938,794.17584,786.1172,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,789.34064,782.0879,793.36993,788.1319,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,794.17584,775.2381,800.2198,795.38464,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,797.3993,777.25275,806.26373,798.60803,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,793.36993,784.90845,802.23444,799.41394,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,789.34064,784.5055,800.6227,798.60803,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,791.75824,783.69965,800.6227,787.72894,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,792.1612,786.9231,801.8315,782.49084,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,783.69965,784.90845,800.6227,784.5055,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,784.10254,786.9231,796.5934,788.93774,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,795.78754,796.5934,803.8461,797.3993,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,821978,823.5897,830.84247,821.1722,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,889.67035,888.86444,894.90845,888.86444,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,970.65936,973.47986,982.3443,967.8388,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,1022.6374,1034.3224,1040.7693,1012.5641,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,1066.1538,1077.8389,1084.6886,1057.6923,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,1107.2528,1116.5201,1126.1904,1099.1941,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,1142.7106,1147.9487,1149.5604,1130.6227,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,1166.0806,1167.6923,1170.5128,1158022,
1.1613517,0.020755775,0.25392577,0.87877655,0.35441318,-0.050682947,0.020903151,0.18520069,1174.9451,1177.7656,1193.8828,1166.8865,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,1183.8096,1181.7949,1202.7472,1170.1099,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,1183.0037,1177.7656,1204762,1165.6776,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,1179.7803,1174.5421,1201.9414,1160.8425,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,1173.7362,1167.2894,1197.5092,1158.4249,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,1157619,1151.5751,1181.7949,1149.5604,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,1129414,1125.3846,1151.1721,1128608,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,1088.3151,1085.8975,1117326,1085.0916,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,1035.1282,1032.3077,1067.3627,1033.1135,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,972674,965.42126,998.46155,978.71796,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,900.54944,895.7143,928.3516,911.4286,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,838.49817,833.2601,865.89746,843.73627,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,788.5348,781.28204,810696,792.96704,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,756.30035,749.45056,774.43225,757.1062,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,747.4359,732.9304,757.50916,746.63007,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,741.39197,728.0952,743.00366,748.6447,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,739.7802,732.9304,740.18317,751.8681,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,738.1685,735.34796,745.42126,747.03296,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,729707,732.1245,738.97437,738.1685,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,729707,730.9158,736.1539,746.63007,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,737.3626,740.18317,740989,751.06226,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,751.4652,757.1062,755.09155,758315,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,768.3883,769.59705,775.64105,776.04395,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,783.69965,789.34064,791.75824,790.9524,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,822381,830.4396,824.3956,827.2161,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,877.98535,881.6117,876.77655,886.8498,
1.1613517,-0.029985933,0.15097256,0.87877655,0.35441318,-0.05192795,0.009299045,0.18520069,881.6117,885.64105,878.3883,891.28204,
,,,,,,,,,,,,/muse/elements/blink
1.1613517,-0.04586223,0.0732671,0.87877655,0.35441318,-0.054618638,-0.0026200255,0.18520069,832.8571,829.6337,827.2161,835.6777,
1.1613517,-0.04586223,0.0732671,0.87877655,0.35441318,-0.054618638,-0.0026200255,0.18520069,812.71063,807.8755,809.4872,812.71063,
1.1613517,-0.04586223,0.0732671,0.87877655,0.35441318,-0.054618638,-0.0026200255,0.18520069,864.68866,865.4945,862.27106,862674,
1.1613517,-0.04586223,0.0732671,0.87877655,0.35441318,-0.054618638,-0.0026200255,0.18520069,903.36993,906.1905,906.5934,908.20514,
1.1613517,-0.04586223,0.0732671,0.87877655,0.35441318,-0.054618638,-0.0026200255,0.18520069,897326,903.36993,911.8315,902.96704,
1.1613517,-0.04586223,0.0732671,0.87877655,0.35441318,-0.054618638,-0.0026200255,0.18520069,864.2857,862674,878.3883,868315,
1.1613517,-0.04586223,0.0732671,0.87877655,0.35441318,-0.054618638,-0.0026200255,0.18520069,803.44324,806.26373,817.1429,816.7399,
1.1613517,-0.04586223,0.0732671,0.87877655,0.35441318,-0.054618638,-0.0026200255,0.18520069,765.56775,765.16486,773.6264,784.10254,
1.1613517,-0.04586223,0.0732671,0.87877655,0.35441318,-0.054618638,-0.0026200255,0.18520069,745.42126,736.9597,748.6447,764.7619,
1.1613517,-0.04586223,0.0732671,0.87877655,0.35441318,-0.054618638,-0.0026200255,0.18520069,745.42126,744.61536,748.6447,759.5238,
1.1613517,-0.04586223,0.0732671,0.87877655,0.35441318,-0.054618638,-0.0026200255,0.18520069,751.4652,747.8388,752.27106,759.92676,
