EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
13.945,14.854,10.667,9.313,10.845,-4.955,5.424,4.355,0.025,0.986,-0.065,11.871,-5.157,1.587,73.333,47984.000,1.000
10.747,11.932,6.498,5.197,7.564,-4.828,7.310,5.861,0.027,0.957,-0.072,12.634,-4.913,1.556,73.333,47985.000,1.000
5.959,7.156,1.176,0.355,4.007,-3.068,6.752,8.821,0.028,0.962,-0.060,15.045,-4.822,1.099,73.333,47986.000,1.000
1.767,2.964,-4.128,-4.063,0.210,-1.709,4.745,9.935,0.027,1.014,-0.045,17.487,-4.944,0.275,73.333,47987.000,1.000
0.852,2.039,-7.135,-6.415,-2.651,-1.467,4.203,8.537,0.032,1.074,-0.031,18.158,-5.463,-0.092,73.333,47988.000,1.000
4.189,4.866,-5.784,-5.267,-2.748,-1.754,6.580,6.854,0.035,1.113,-0.028,16.571,-5.585,0.275,73.333,47989.000,1.000
9.699,8.707,-0.778,-1.104,0.111,-2.488,9.748,6.682,0.035,1.108,-0.042,13.672,-5.676,1.190,73.333,47990.000,1.000
13.714,9.843,4.324,3.515,3.709,-4.560,10.102,7.231,0.035,1.073,-0.060,11.444,-5.524,1.892,73.333,47991.000,1.000
14.487,7.430,6.607,6.565,5.909,-7.853,6.915,7.086,0.036,1.034,-0.065,10.895,-5.127,2.167,73.333,47992.000,1.000
13.797,4.348,6.506,8.698,7.068,-10.164,3.349,6.891,0.036,1.030,-0.059,11.902,-4.883,1.617,73.333,47993.000,1.000
14.465,3.524,6.158,11.726,8.829,-9.523,2.435,8.364,0.035,1.051,-0.053,12.512,-4.974,1.343,73.333,47994.000,1.000
17.156,4.624,6.408,15.782,11.358,-6.732,3.556,11.271,0.035,1.070,-0.043,12.146,-5.219,1.251,73.333,47995.000,1.000
20.628,5.583,6.683,19.244,13.148,-4.348,4.096,13.147,0.037,1.082,-0.039,10.803,-5.157,1.587,73.333,47996.000,1.000
24.177,6.145,6.802,20.945,13.153,-3.596,3.257,12.181,0.037,1.089,-0.038,9.460,-5.157,1.892,73.333,47997.000,1.000
28.263,7.965,7.541,21.291,11.979,-3.529,2.469,9.140,0.036,1.096,-0.040,8.118,-5.188,2.472,73.333,47998.000,1.000
32.883,11.697,9.598,21.404,11.075,-2.897,2.703,6.268,0.033,1.101,-0.044,6.653,-5.402,3.204,73.333,47999.000,1.000
36.746,15.875,12.757,21.940,11.394,-1.527,3.258,5.257,0.034,1.098,-0.047,5.127,-5.554,3.693,73.333,48000.000,1.000
38.432,18.673,15.797,22.550,12.605,0.203,3.301,6.279,0.037,1.083,-0.049,3.479,-5.707,4.089,73.333,48001.000,1.000
37.729,19.525,16.902,22.282,13.349,2.126,3.316,8.225,0.036,1.064,-0.054,2.289,-5.737,4.456,73.333,48002.000,1.000
35.582,18.786,14.846,20.715,12.562,4.001,4.318,9.664,0.036,1.047,-0.062,1.251,-5.646,4.395,73.333,48003.000,1.000
32.990,16.552,10.171,18.516,10.455,4.962,6.086,9.748,0.034,1.032,-0.065,0.702,-5.615,4.456,73.333,48004.000,1.000
30.255,12.337,4.719,16.651,7.973,3.954,6.961,8.440,0.034,1.022,-0.072,0.488,-5.646,4.578,73.333,48005.000,1.000
27.288,6.114,0.094,15.525,5.811,0.952,5.654,6.303,0.033,1.017,-0.071,0.305,-5.768,4.700,73.333,48006.000,1.000
24.181,-0.623,-2.905,15.014,4.214,-2.676,2.661,4.194,0.035,1.016,-0.072,0.305,-5.798,4.761,73.333,48007.000,1.000
21.096,-5.652,-3.873,14.830,3.309,-5.274,-0.563,2.866,0.037,1.017,-0.078,0.122,-5.798,4.608,73.333,48008.000,1.000
17.904,-7.969,-2.627,14.783,3.330,-6.063,-3.372,2.594,0.040,1.019,-0.081,-0.153,-5.768,4.364,73.333,48009.000,1.000
14.343,-8.188,0.547,14.804,4.446,-5.130,-6.217,3.199,0.045,1.023,-0.086,-0.366,-5.524,4.120,73.333,48010.000,1.000
10.553,-7.115,4.824,14.691,6.365,-2.680,-9.137,4.483,0.050,1.021,-0.081,-0.519,-5.249,3.723,73.333,48011.000,1.000
7.228,-4.851,9.126,14.015,8.266,1.245,-10.663,6.427,0.052,1.016,-0.084,-0.732,-4.700,3.357,73.333,48012.000,1.000
5.002,-1.559,12.390,12.409,9.245,6.174,-9.072,8.794,0.055,1.014,-0.087,-0.946,-4.150,2.960,73.333,48013.000,1.000
3.487,1.372,13.678,9.746,8.745,10.629,-4.725,10.706,0.057,1.014,-0.089,-0.793,-3.632,2.472,73.333,48014.000,1.000
1.114,1.581,12.356,5.854,6.457,12.535,-0.338,10.877,0.055,1.010,-0.079,-0.580,-2.991,2.167,73.333,48015.000,1.000
-3.531,-2.281,8.563,0.474,2.290,10.828,1.590,8.699,0.060,1.001,-0.077,-0.854,-2.625,1.892,73.333,48016.000,1.000
-10.288,-9.208,3.277,-6.259,-3.356,6.556,0.986,4.881,0.063,0.988,-0.084,-1.160,-2.045,2.045,73.333,48017.000,1.000
-17.918,-17.087,-2.463,-13.679,-9.668,1.696,-0.797,0.557,0.065,0.988,-0.088,-0.763,-1.556,2.228,73.333,48018.000,1.000
-25.530,-24.716,-8.026,-20.844,-15.692,-2.810,-3.351,-3.695,0.062,1.004,-0.084,-0.122,-1.007,2.441,73.333,48019.000,1.000
-32.730,-31.851,-12.792,-26.616,-20.313,-7.064,-7.324,-7.459,0.058,1.026,-0.073,0.244,-0.549,2.808,73.333,48020.000,1.000
-38.863,-38.026,-15.942,-30.030,-22.561,-10.888,-12.557,-9.911,0.056,1.044,-0.069,-0.122,-0.305,3.296,73.333,48021.000,1.000
-43.041,-42.325,-16.905,-30.958,-22.309,-13.499,-17.511,-10.337,0.053,1.052,-0.068,-1.007,-0.183,3.693,73.333,48022.000,1.000
-44.717,-43.971,-15.416,-29.960,-20.129,-14.107,-20.587,-8.740,0.051,1.058,-0.070,-2.136,0.000,4.028,73.333,48023.000,1.000
-43.951,-42.828,-11.243,-27.447,-16.491,-12.342,-21.481,-5.751,0.047,1.064,-0.076,-3.174,0.153,4.242,73.333,48024.000,1.000
-41.590,-39.739,-4.750,-23.779,-11.884,-8.573,-21.444,-2.490,0.040,1.072,-0.075,-3.937,0.397,4.425,73.333,48025.000,1.000
-39.214,-36.326,2.149,-20.154,-7.677,-3.995,-22.213,-0.412,0.031,1.074,-0.063,-5.096,0.458,4.547,73.333,48026.000,1.000
-38.281,-34.022,6.523,-18.411,-5.810,0.072,-24.355,-0.505,0.028,1.061,-0.059,-6.836,0.183,4.608,73.333,48027.000,1.000
-39.107,-33.183,6.603,-19.472,-7.125,3.073,-26.851,-2.321,0.032,1.034,-0.063,-8.240,0.061,4.639,73.333,48028.000,1.000
-41.110,-33.371,3.026,-22.642,-10.658,4.835,-28.592,-4.510,0.031,1.010,-0.078,-9.003,-0.153,4.639,73.333,48029.000,1.000
-43.768,-34.155,-2.131,-26.598,-14.767,4.751,-29.634,-6.393,0.028,0.995,-0.089,-9.033,-0.305,4.547,73.333,48030.000,1.000
-46.477,-34.887,-6.591,-30.149,-18.103,2.591,-30.239,-8.133,0.026,0.993,-0.089,-8.484,-0.519,4.517,73.333,48031.000,1.000
-47.937,-34.251,-8.518,-32.144,-19.613,-0.304,-29.644,-9.608,0.025,0.997,-0.084,-8.057,-0.885,4.211,73.333,48032.000,1.000
-46.840,-31.214,-7.161,-31.574,-18.514,-1.713,-26.990,-9.938,0.024,1.000,-0.082,-8.118,-1.221,4.059,73.333,48033.000,1.000
-43.195,-26.380,-2.928,-28.047,-14.526,-0.263,-23.024,-8.067,0.027,0.999,-0.078,-8.209,-1.526,3.754,73.333,48034.000,1.000
-38.647,-21.961,2.955,-22.354,-8.335,3.637,-20.044,-3.810,0.030,0.997,-0.079,-8.453,-1.678,3.357,73.333,48035.000,1.000
-35.482,-20.280,8.462,-16.631,-1.939,8.105,-19.971,1.516,0.035,0.996,-0.083,-8.606,-1.862,3.143,73.333,48036.000,1.000
-35.157,-22.048,11.356,-13.312,2.164,11.042,-22.578,5.803,0.040,0.997,-0.090,-8.636,-1.953,2.869,73.333,48037.000,1.000
-37.689,-26.006,10.508,-13.558,2.577,11.344,-26.019,7.560,0.045,1.000,-0.090,-8.606,-2.045,2.686,73.333,48038.000,1.000
-42.255,-30.242,6.460,-16.726,-0.255,9.145,-29.066,6.572,0.046,1.002,-0.091,-8.423,-2.014,2.502,73.333,48039.000,1.000
-48.029,-33.662,0.595,-21.358,-4.920,5.167,-32.284,3.407,0.048,1.014,-0.090,-8.453,-1.984,2.289,73.333,48040.000,1.000
-54.231,-36.046,-5.952,-26.362,-10.260,0.336,-36.664,-1.180,0.051,1.018,-0.084,-8.636,-1.892,2.228,73.333,48041.000,1.000
-59.466,-36.870,-12.064,-30.943,-15.288,-3.746,-41.465,-5.906,0.053,1.023,-0.083,-9.094,-1.831,2.136,73.333,48042.000,1.000
-61.851,-35.075,-15.924,-33.958,-18.551,-4.965,-44.334,-8.731,0.053,1.022,-0.083,-9.521,-1.709,2.167,73.333,48043.000,1.000
-60.373,-30.337,-15.688,-34.261,-18.666,-2.148,-43.776,-8.018,0.052,1.019,-0.083,-10.040,-1.526,2.197,73.333,48044.000,1.000
-55.842,-23.864,-11.157,-31.741,-15.625,3.813,-40.712,-4.140,0.052,1.012,-0.086,-10.437,-1.434,2.319,73.333,48045.000,1.000
-50.318,-17.671,-4.502,-27.698,-11.273,10.331,-37.353,0.247,0.049,1.003,-0.087,-10.742,-1.465,2.289,73.333,48046.000,1.000
-45.574,-13.232,0.975,-23.939,-8.104,14.741,-34.937,2.005,0.046,0.997,-0.088,-10.651,-1.312,2.289,73.333,48047.000,1.000
-42.049,-10.858,3.159,-21.346,-7.297,15.953,-32.918,-0.047,0.043,0.993,-0.086,-10.498,-1.221,2.014,73.333,48048.000,1.000
-39.213,-10.171,2.374,-19.370,-7.926,14.753,-30.306,-4.435,0.042,0.997,-0.084,-10.437,-1.221,1.740,73.333,48049.000,1.000
-36.624,-10.717,0.505,-16.949,-8.133,12.794,-27.102,-8.425,0.038,1.004,-0.081,-10.345,-1.373,1.465,73.333,48050.000,1.000
-34.385,-12.026,-0.879,-13.893,-7.045,11.384,-24.141,-9.973,0.038,1.013,-0.076,-10.468,-1.526,1.221,73.333,48051.000,1.000
-32.802,-13.543,-1.487,-11.158,-5.391,10.891,-22.115,-8.699,0.039,1.022,-0.070,-10.803,-1.495,0.793,73.333,48052.000,1.000
-31.935,-14.865,-1.717,-9.715,-4.307,10.938,-21.270,-5.513,0.040,1.027,-0.070,-11.230,-1.373,0.458,73.333,48053.000,1.000
-31.538,-15.900,-1.621,-9.506,-3.967,10.978,-21.721,-1.635,0.040,1.032,-0.072,-11.658,-1.373,0.214,73.333,48054.000,1.000
-31.353,-16.576,-0.939,-9.765,-3.689,10.686,-23.410,1.960,0.039,1.038,-0.070,-12.085,-1.526,0.092,73.333,48055.000,1.000
-31.323,-16.562,0.044,-10.020,-3.083,10.079,-25.503,4.580,0.040,1.038,-0.068,-12.665,-1.465,-0.153,73.333,48056.000,1.000
-31.370,-15.292,0.508,-10.309,-2.456,9.633,-26.133,5.997,0.041,1.035,-0.067,-13.153,-1.526,-0.336,73.333,48057.000,1.000
-31.295,-12.466,0.064,-10.717,-2.213,9.962,-23.660,6.516,0.041,1.032,-0.062,-13.641,-1.404,-0.488,73.333,48058.000,1.000
-31.205,-8.748,-0.950,-11.223,-2.418,11.048,-18.567,6.397,0.040,1.029,-0.062,-14.160,-1.312,-0.549,73.333,48059.000,1.000
-31.494,-5.311,-1.931,-11.746,-2.848,12.108,-13.254,5.424,0.041,1.020,-0.063,-14.587,-1.190,-0.641,73.333,48060.000,1.000
-32.036,-2.341,-2.436,-12.073,-3.241,12.351,-9.486,3.278,0.037,1.015,-0.061,-14.709,-1.190,-0.977,73.333,48061.000,1.000
-31.834,1.217,-2.374,-11.883,-3.450,11.653,-6.720,0.249,0.038,1.011,-0.059,-14.557,-1.099,-1.221,73.333,48062.000,1.000
-29.919,6.079,-1.793,-10.860,-3.339,10.412,-3.449,-2.577,0.038,1.009,-0.058,-14.404,-1.007,-1.587,73.333,48063.000,1.000
-26.502,11.331,-0.520,-8.831,-2.644,8.960,0.374,-3.935,0.038,1.009,-0.053,-14.374,-0.946,-1.984,73.333,48064.000,1.000
-22.909,15.129,1.689,-5.942,-1.194,7.497,3.080,-3.289,0.041,1.010,-0.047,-14.404,-0.885,-2.045,73.333,48065.000,1.000
-20.171,16.586,4.715,-2.608,0.841,6.549,3.554,-1.156,0.042,1.010,-0.045,-14.557,-0.702,-2.228,73.333,48066.000,1.000
-17.953,16.645,8.017,0.804,3.076,6.968,3.072,1.381,0.042,1.009,-0.042,-14.526,-0.427,-2.441,73.333,48067.000,1.000
-15.321,16.887,10.953,3.985,5.141,9.111,3.942,3.293,0.040,1.007,-0.044,-14.404,-0.336,-2.411,73.333,48068.000,1.000
-12.459,17.561,13.013,6.299,6.589,12.076,6.379,3.773,0.039,1.005,-0.044,-14.282,-0.244,-2.594,73.333,48069.000,1.000
-10.998,17.083,13.543,6.631,6.633,14.132,7.848,2.186,0.038,1.003,-0.045,-13.916,-0.122,-2.441,73.333,48070.000,1.000
-12.279,13.848,11.719,4.059,4.427,14.286,6.149,-1.531,0.037,1.004,-0.044,-13.550,0.031,-2.533,73.333,48071.000,1.000
-15.544,8.510,7.552,-0.978,0.112,13.360,2.441,-6.296,0.039,1.007,-0.042,-13.153,0.214,-2.502,73.333,48072.000,1.000
-18.375,3.774,2.629,-6.452,-4.661,13.141,0.258,-10.243,0.039,1.008,-0.038,-12.970,0.336,-2.502,73.333,48073.000,1.000
-18.935,1.817,-0.891,-10.090,-7.769,14.529,1.832,-12.006,0.039,1.009,-0.038,-12.695,0.488,-2.350,73.333,48074.000,1.000
-17.306,2.624,-2.078,-10.939,-8.240,16.801,6.351,-11.579,0.041,1.011,-0.037,-12.512,0.610,-2.228,73.333,48075.000,1.000
-14.566,4.884,-1.720,-9.582,-6.723,18.648,11.821,-9.916,0.040,1.013,-0.036,-12.360,0.793,-2.075,73.333,48076.000,1.000
-11.318,7.657,-1.258,-7.201,-4.628,19.464,17.433,-7.993,0.039,1.013,-0.033,-12.177,1.129,-1.770,73.333,48077.000,1.000
-7.872,10.411,-1.743,-4.981,-3.267,19.126,23.082,-6.604,0.036,1.007,-0.030,-11.993,1.221,-1.526,73.333,48078.000,1.000
-5.421,11.885,-3.558,-4.041,-3.521,17.013,27.258,-6.684,0.034,1.001,-0.032,-11.780,1.404,-1.282,73.333,48079.000,1.000
-5.571,10.491,-6.261,-4.920,-5.384,12.582,27.501,-8.723,0.031,0.993,-0.035,-11.505,1.495,-0.977,73.333,48080.000,1.000
-8.213,6.619,-8.432,-6.760,-7.531,7.186,23.599,-11.482,0.031,0.989,-0.035,-10.834,1.648,-0.885,73.333,48081.000,1.000
-10.886,3.267,-8.498,-7.724,-8.029,3.979,18.854,-12.353,0.032,0.987,-0.034,-10.193,1.709,-0.702,73.333,48082.000,1.000
-11.180,3.001,-6.470,-6.815,-6.231,4.907,16.805,-9.850,0.029,0.986,-0.034,-9.399,1.801,-0.488,73.333,48083.000,1.000
-9.353,4.883,-4.546,-5.034,-3.755,8.197,17.281,-5.540,0.030,0.986,-0.035,-8.820,1.892,-0.397,73.333,48084.000,1.000
-7.666,5.696,-5.261,-4.293,-3.083,9.771,17.097,-2.916,0.029,0.987,-0.032,-8.057,1.923,-0.305,73.333,48085.000,1.000
-7.405,3.949,-9.101,-5.410,-5.294,7.206,14.361,-4.289,0.027,0.991,-0.032,-7.385,1.923,-0.153,73.333,48086.000,1.000
-7.506,1.540,-14.222,-7.496,-9.332,1.807,10.730,-8.938,0.028,0.995,-0.028,-6.683,1.892,-0.061,73.333,48087.000,1.000
-6.029,1.516,-18.080,-8.952,-13.046,-2.962,9.320,-13.987,0.029,0.997,-0.027,-6.104,1.923,0.061,73.333,48088.000,1.000
-2.409,4.815,-19.231,-8.836,-14.785,-4.585,11.327,-16.834,0.028,1.005,-0.025,-5.646,1.953,0.183,73.333,48089.000,1.000
1.888,9.344,-18.148,-7.572,-14.459,-3.256,15.158,-16.929,0.027,1.009,-0.024,-5.280,1.953,0.366,73.333,48090.000,1.000
4.871,12.173,-16.528,-6.507,-13.325,-1.003,18.542,-15.503,0.027,1.012,-0.025,-4.852,2.045,0.519,73.333,48091.000,1.000
5.937,12.294,-15.683,-6.637,-12.695,0.490,20.766,-13.910,0.027,1.016,-0.026,-4.578,1.862,0.610,73.333,48092.000,1.000
5.965,10.834,-15.668,-7.760,-12.857,0.900,22.379,-12.528,0.026,1.020,-0.026,-4.242,1.770,0.732,73.333,48093.000,1.000
5.853,9.001,-15.630,-8.794,-13.118,0.561,23.267,-11.050,0.027,1.022,-0.026,-3.906,1.831,0.793,73.333,48094.000,1.000
5.695,6.854,-14.689,-8.760,-12.657,-0.346,22.190,-9.266,0.030,1.025,-0.024,-3.571,1.831,0.977,73.333,48095.000,1.000
5.407,4.234,-12.671,-7.422,-11.274,-1.622,18.656,-7.213,0.030,1.024,-0.020,-3.632,1.831,1.160,73.333,48096.000,1.000
5.350,1.798,-10.288,-5.322,-9.500,-2.793,14.326,-4.914,0.030,1.021,-0.024,-3.662,1.801,1.434,73.333,48097.000,1.000
5.790,0.364,-8.637,-3.433,-8.191,-3.664,11.531,-2.545,0.032,1.019,-0.030,-3.540,1.831,1.709,73.333,48098.000,1.000
6.308,-0.090,-8.249,-2.504,-7.840,-4.704,10.804,-0.666,0.034,1.018,-0.031,-3.357,1.801,1.923,73.333,48099.000,1.000
6.302,-0.174,-8.620,-2.531,-8.158,-6.296,10.654,0.240,0.034,1.018,-0.034,-3.052,1.709,2.136,73.333,48100.000,1.000
5.772,-0.269,-8.929,-3.087,-8.574,-7.962,9.565,0.259,0.033,1.020,-0.031,-2.869,1.709,2.350,73.333,48101.000,1.000
5.337,-0.303,-8.977,-3.958,-8.962,-8.678,7.659,-0.095,0.033,1.020,-0.030,-2.747,1.709,2.625,73.333,48102.000,1.000
5.616,-0.032,-9.015,-5.095,-9.480,-7.800,6.354,-0.209,0.034,1.020,-0.031,-2.686,1.587,2.960,73.333,48103.000,1.000
6.687,0.741,-8.900,-6.071,-9.894,-5.597,6.756,0.450,0.035,1.020,-0.033,-2.655,1.617,3.204,73.333,48104.000,1.000
8.188,2.213,-7.969,-6.036,-9.484,-2.913,8.839,2.191,0.037,1.021,-0.036,-2.533,1.556,3.448,73.333,48105.000,1.000
9.786,4.644,-5.982,-4.487,-7.833,-0.414,12.069,4.999,0.039,1.020,-0.039,-2.380,1.495,3.784,73.333,48106.000,1.000
11.283,8.021,-3.826,-2.037,-5.557,1.658,16.133,8.447,0.037,1.018,-0.040,-2.350,1.495,4.089,73.333,48107.000,1.000
12.301,11.538,-2.816,-0.015,-3.835,2.977,20.530,11.619,0.035,1.016,-0.042,-2.258,1.465,4.272,73.333,48108.000,1.000
12.287,13.776,-3.242,0.841,-3.162,2.795,23.852,13.343,0.036,1.008,-0.044,-2.258,1.343,4.364,73.333,48109.000,1.000
11.176,13.835,-3.940,1.072,-2.829,0.616,24.529,12.945,0.034,1.005,-0.047,-1.953,1.251,4.486,73.333,48110.000,1.000
9.873,12.236,-3.621,1.788,-1.783,-2.964,22.511,10.782,0.032,1.002,-0.044,-1.801,1.160,4.547,73.333,48111.000,1.000
9.912,10.530,-2.304,3.605,0.291,-6.427,19.704,8.009,0.033,1.000,-0.041,-1.465,1.129,4.211,73.333,48112.000,1.000
12.475,10.053,-1.104,6.422,2.925,-8.392,18.381,6.003,0.032,1.003,-0.041,-1.251,0.977,3.998,73.333,48113.000,1.000
17.315,10.857,-1.031,9.739,5.385,-8.792,19.036,5.534,0.034,1.004,-0.042,-0.977,0.702,3.784,73.333,48114.000,1.000
22.860,12.049,-2.168,13.086,7.153,-8.830,20.313,6.233,0.034,1.007,-0.044,-0.916,0.519,3.601,73.333,48115.000,1.000
27.912,13.497,-3.486,16.554,8.430,-9.316,21.453,7.271,0.035,1.008,-0.047,-0.885,0.488,3.448,73.333,48116.000,1.000
32.784,16.567,-3.485,20.708,10.062,-9.571,23.874,8.373,0.038,1.009,-0.046,-0.885,0.305,3.326,73.333,48117.000,1.000
38.362,22.482,-1.332,25.798,12.726,-8.481,29.453,9.746,0.036,1.010,-0.047,-0.885,0.275,3.082,73.333,48118.000,1.000
44.583,30.348,2.491,31.280,16.275,-6.090,37.653,11.424,0.038,1.010,-0.049,-0.916,0.183,2.899,73.333,48119.000,1.000
50.100,37.295,6.488,35.922,19.700,-3.771,45.081,12.993,0.037,1.010,-0.047,-0.793,0.061,2.655,73.333,48120.000,1.000
53.218,40.614,9.125,38.201,21.545,-3.033,48.143,13.804,0.038,1.014,-0.048,-0.702,-0.092,2.563,73.333,48121.000,1.000
53.177,39.744,9.809,37.106,20.772,-4.295,45.968,13.431,0.038,1.017,-0.047,-0.977,-0.122,2.289,73.333,48122.000,1.000
50.569,36.194,9.061,32.988,17.595,-6.734,40.527,12.100,0.038,1.021,-0.047,-1.038,-0.183,2.106,73.333,48123.000,1.000
46.706,31.936,7.917,27.633,13.568,-9.016,34.387,10.695,0.042,1.020,-0.047,-1.282,-0.305,1.984,73.333,48124.000,1.000
42.913,28.294,7.389,23.359,10.750,-10.084,29.001,10.172,0.044,1.022,-0.048,-1.617,-0.458,1.892,73.333,48125.000,1.000
40.202,25.878,8.028,21.665,10.391,-9.597,24.900,10.805,0.045,1.024,-0.047,-1.953,-0.488,1.709,73.333,48126.000,1.000
39.016,24.730,9.578,22.466,12.214,-8.043,22.503,11.925,0.045,1.025,-0.046,-2.380,-0.519,1.678,73.333,48127.000,1.000
39.032,24.273,11.295,24.537,15.011,-6.529,21.919,12.511,0.044,1.025,-0.047,-2.747,-0.519,1.587,73.333,48128.000,1.000
39.396,23.534,12.708,26.655,17.814,-6.131,22.187,12.088,0.046,1.024,-0.044,-3.174,-0.488,1.526,73.333,48129.000,1.000
39.499,22.052,13.917,28.309,20.362,-6.979,21.704,11.114,0.048,1.024,-0.048,-3.571,-0.549,1.465,73.333,48130.000,1.000
39.591,20.678,15.073,29.451,22.595,-8.010,19.936,10.418,0.047,1.024,-0.045,-4.089,-0.519,1.404,73.333,48131.000,1.000
40.182,20.832,15.654,29.668,23.889,-8.108,17.991,10.172,0.047,1.022,-0.047,-4.395,-0.549,1.312,73.333,48132.000,1.000
40.679,22.462,14.472,27.789,22.964,-7.591,16.872,9.402,0.046,1.020,-0.049,-4.730,-0.519,1.190,73.333,48133.000,1.000
39.270,23.368,10.705,22.736,18.866,-8.129,15.783,6.762,0.045,1.021,-0.047,-5.066,-0.671,1.038,73.333,48134.000,1.000
34.714,21.332,5.041,14.903,12.205,-10.832,13.121,2.142,0.046,1.020,-0.047,-5.432,-0.732,0.885,73.333,48135.000,1.000
28.050,16.663,-0.344,6.520,5.203,-14.633,9.021,-2.689,0.047,1.023,-0.049,-5.707,-0.702,0.793,73.333,48136.000,1.000
22.031,12.110,-3.175,0.373,0.300,-17.033,5.923,-5.511,0.048,1.023,-0.048,-6.104,-0.702,0.702,73.333,48137.000,1.000
18.666,10.189,-2.642,-2.032,-1.408,-16.513,5.984,-5.648,0.047,1.024,-0.048,-6.409,-0.610,0.641,73.333,48138.000,1.000
17.506,10.690,0.204,-1.323,-0.607,-13.981,8.266,-4.251,0.048,1.027,-0.048,-6.897,-0.519,0.702,73.333,48139.000,1.000
16.368,10.904,3.371,0.425,0.967,-11.839,9.255,-3.083,0.046,1.025,-0.047,-7.263,-0.519,0.427,73.333,48140.000,1.000
13.616,8.403,5.220,1.272,1.732,-11.747,6.442,-3.203,0.044,1.018,-0.048,-7.629,-0.427,0.275,73.333,48141.000,1.000
9.595,3.350,5.170,0.602,1.139,-13.427,0.885,-4.462,0.043,1.011,-0.049,-7.965,-0.580,0.122,73.333,48142.000,1.000
5.712,-2.335,3.514,-1.058,-0.492,-15.889,-4.473,-6.395,0.043,1.009,-0.048,-8.026,-0.610,0.031,73.333,48143.000,1.000
2.666,-7.348,0.833,-2.996,-2.686,-19.061,-8.333,-9.168,0.045,1.007,-0.048,-7.965,-0.671,-0.092,73.333,48144.000,1.000
0.301,-11.491,-2.424,-4.718,-5.019,-23.150,-11.566,-12.871,0.044,1.007,-0.049,-7.904,-0.763,-0.458,73.333,48145.000,1.000
-1.333,-14.573,-6.011,-5.901,-7.047,-27.133,-14.742,-16.481,0.047,1.010,-0.044,-7.996,-0.763,-0.641,73.333,48146.000,1.000
-1.759,-16.095,-9.693,-6.626,-8.587,-29.181,-16.744,-18.503,0.047,1.013,-0.045,-8.148,-0.610,-0.732,73.333,48147.000,1.000
-0.821,-16.029,-13.071,-7.430,-9.863,-28.445,-16.158,-18.333,0.047,1.013,-0.045,-8.209,-0.519,-0.854,73.333,48148.000,1.000
0.851,-15.209,-15.524,-8.703,-11.065,-25.896,-13.171,-16.641,0.046,1.013,-0.046,-8.362,-0.519,-1.068,73.333,48149.000,1.000
2.351,-14.545,-16.458,-10.038,-11.911,-23.460,-9.378,-14.662,0.045,1.011,-0.049,-8.301,-0.488,-1.129,73.333,48150.000,1.000
3.613,-13.794,-15.724,-10.280,-11.707,-22.181,-5.692,-13.110,0.046,1.009,-0.049,-8.331,-0.427,-1.251,73.333,48151.000,1.000
5.544,-11.713,-13.696,-8.410,-9.879,-21.317,-1.358,-11.723,0.046,1.010,-0.045,-8.240,-0.244,-1.282,73.333,48152.000,1.000
8.754,-7.784,-10.965,-4.484,-6.584,-19.563,4.350,-9.969,0.046,1.013,-0.043,-8.209,-0.214,-1.251,73.333,48153.000,1.000
12.646,-3.317,-8.068,0.444,-2.702,-16.863,10.190,-7.931,0.043,1.015,-0.041,-8.118,-0.092,-1.434,73.333,48154.000,1.000
15.931,-0.500,-5.541,5.064,0.632,-14.536,13.470,-6.318,0.042,1.021,-0.042,-8.026,-0.153,-1.495,73.333,48155.000,1.000
17.865,-0.253,-3.846,8.504,2.648,-13.626,12.581,-5.604,0.042,1.025,-0.038,-8.148,-0.061,-1.617,73.333,48156.000,1.000
19.031,-1.139,-2.922,10.796,3.500,-13.638,8.726,-5.287,0.043,1.024,-0.036,-8.362,-0.153,-1.526,73.333,48157.000,1.000
20.507,-0.987,-2.321,12.492,3.916,-13.527,4.481,-4.640,0.042,1.020,-0.035,-8.575,-0.153,-1.404,73.333,48158.000,1.000
22.224,0.580,-1.960,13.738,4.169,-13.446,0.882,-4.124,0.042,1.017,-0.037,-8.667,-0.061,-1.282,73.333,48159.000,1.000
22.957,2.111,-2.142,14.221,3.985,-14.459,-2.903,-5.073,0.041,1.016,-0.036,-8.667,-0.031,-1.190,73.333,48160.000,1.000
21.988,2.598,-2.883,13.869,3.301,-16.772,-7.105,-7.874,0.038,1.012,-0.034,-8.667,-0.092,-1.068,73.333,48161.000,1.000
20.202,2.956,-3.555,13.100,2.612,-18.923,-9.726,-11.001,0.040,1.011,-0.032,-8.575,-0.092,-1.038,73.333,48162.000,1.000
19.343,5.023,-3.176,12.563,2.664,-18.835,-8.040,-12.006,0.038,1.014,-0.029,-8.545,-0.092,-1.038,73.333,48163.000,1.000
20.352,9.368,-1.198,12.709,3.859,-15.797,-1.608,-9.671,0.036,1.013,-0.029,-8.423,-0.183,-1.099,73.333,48164.000,1.000
22.638,14.503,1.814,13.400,5.738,-11.238,6.777,-5.228,0.034,1.011,-0.030,-8.392,-0.214,-0.977,73.333,48165.000,1.000
