EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
9.424,-1.949,-4.574,0.077,-28.003,-5.058,1.124,-6.496,-0.015,1.003,-0.129,-2.655,-0.397,0.854,73.333,32520.000,1.000
6.678,-7.754,-8.062,-1.729,-30.343,-9.259,-2.983,-9.849,-0.015,1.006,-0.129,-2.411,-0.305,0.824,73.333,32521.000,1.000
2.816,-14.495,-11.497,-4.763,-33.829,-13.571,-8.493,-14.517,-0.018,1.005,-0.126,-2.319,-0.336,0.854,73.333,32522.000,1.000
0.106,-19.405,-14.741,-8.131,-37.914,-16.444,-12.782,-18.964,-0.020,1.005,-0.127,-2.136,-0.397,0.824,73.333,32523.000,1.000
-0.222,-21.032,-17.835,-10.859,-41.845,-17.251,-14.187,-21.562,-0.023,1.007,-0.128,-2.136,-0.336,0.671,73.333,32524.000,1.000
1.397,-20.037,-20.684,-12.257,-44.864,-16.696,-13.448,-21.434,-0.021,1.008,-0.127,-1.984,-0.336,0.580,73.333,32525.000,1.000
3.974,-17.755,-22.957,-12.013,-46.368,-15.756,-12.211,-18.631,-0.023,1.010,-0.126,-1.953,-0.458,0.641,73.333,32526.000,1.000
7.184,-14.530,-24.420,-10.320,-46.230,-14.569,-10.875,-13.913,-0.022,1.008,-0.126,-1.984,-0.580,0.549,73.333,32527.000,1.000
11.227,-9.864,-25.111,-7.815,-44.869,-12.660,-8.619,-8.467,-0.022,1.010,-0.130,-1.892,-0.519,0.427,73.333,32528.000,1.000
15.826,-3.928,-25.141,-5.142,-42.839,-10.051,-5.266,-3.641,-0.023,1.011,-0.130,-1.953,-0.519,0.458,73.333,32529.000,1.000
19.936,1.788,-24.545,-2.622,-40.490,-7.662,-2.192,-0.522,-0.022,1.013,-0.126,-1.984,-0.549,0.427,73.333,32530.000,1.000
22.750,5.777,-23.299,-0.238,-37.927,-6.385,-0.792,0.659,-0.021,1.014,-0.127,-1.984,-0.580,0.336,73.333,32531.000,1.000
24.544,7.956,-21.404,2.100,-35.191,-6.155,-0.800,0.534,-0.021,1.016,-0.127,-2.014,-0.519,0.336,73.333,32532.000,1.000
25.975,9.055,-19.218,4.141,-32.662,-6.525,-1.182,-0.325,-0.020,1.015,-0.127,-2.197,-0.641,0.366,73.333,32533.000,1.000
26.936,9.044,-17.420,5.316,-31.019,-7.620,-2.064,-1.956,-0.020,1.014,-0.126,-2.289,-0.549,0.305,73.333,32534.000,1.000
26.830,7.184,-16.196,5.470,-30.432,-9.710,-4.428,-4.378,-0.017,1.012,-0.126,-2.350,-0.549,0.305,73.333,32535.000,1.000
25.814,3.666,-14.703,5.351,-30.073,-11.981,-8.036,-6.803,-0.017,1.011,-0.126,-2.350,-0.549,0.336,73.333,32536.000,1.000
25.234,0.564,-11.638,6.134,-28.635,-12.381,-10.574,-7.807,-0.018,1.009,-0.127,-2.350,-0.519,0.336,73.333,32537.000,1.000
26.366,0.351,-6.469,8.311,-25.432,-9.325,-9.592,-6.556,-0.019,1.010,-0.126,-2.319,-0.427,0.427,73.333,32538.000,1.000
28.630,3.295,-0.198,10.929,-21.134,-3.749,-5.329,-3.995,-0.018,1.010,-0.129,-2.228,-0.397,0.427,73.333,32539.000,1.000
29.651,7.089,5.253,12.141,-17.273,1.265,-0.819,-2.332,-0.019,1.010,-0.129,-2.136,-0.397,0.519,73.333,32540.000,1.000
27.493,9.301,8.445,10.691,-14.918,3.353,1.325,-2.981,-0.017,1.011,-0.126,-2.350,-0.427,0.549,73.333,32541.000,1.000
22.476,9.485,9.086,6.814,-13.954,2.881,1.615,-5.299,-0.017,1.011,-0.126,-2.289,-0.488,0.610,73.333,32542.000,1.000
16.474,8.508,7.541,1.730,-13.638,1.822,2.434,-7.485,-0.020,1.010,-0.128,-2.411,-0.427,0.610,73.333,32543.000,1.000
10.835,6.645,4.179,-3.359,-13.510,1.306,4.616,-8.462,-0.021,1.009,-0.129,-2.502,-0.458,0.580,73.333,32544.000,1.000
5.603,3.344,-0.587,-7.665,-13.580,0.912,6.503,-8.623,-0.022,1.008,-0.131,-2.472,-0.427,0.671,73.333,32545.000,1.000
0.553,-1.259,-5.812,-10.708,-13.898,-0.105,6.282,-9.024,-0.022,1.008,-0.127,-2.472,-0.427,0.854,73.333,32546.000,1.000
-3.794,-5.544,-10.071,-12.267,-14.271,-1.613,4.149,-10.244,-0.022,1.007,-0.127,-2.472,-0.549,0.671,73.333,32547.000,1.000
-6.520,-7.682,-12.332,-12.441,-14.352,-2.727,1.786,-11.959,-0.023,1.008,-0.127,-2.319,-0.580,0.610,73.333,32548.000,1.000
-7.376,-7.521,-12.597,-11.574,-13.853,-2.808,0.157,-13.317,-0.022,1.007,-0.131,-2.258,-0.549,0.458,73.333,32549.000,1.000
-7.308,-6.831,-11.669,-10.237,-12.815,-2.135,-1.656,-13.669,-0.021,1.009,-0.131,-2.197,-0.641,0.519,73.333,32550.000,1.000
-7.796,-7.541,-10.607,-9.234,-11.797,-1.490,-5.055,-13.011,-0.021,1.010,-0.129,-2.228,-0.671,0.580,73.333,32551.000,1.000
-9.582,-9.858,-10.122,-9.264,-11.507,-1.270,-9.660,-11.691,-0.020,1.011,-0.133,-2.106,-0.580,0.549,73.333,32552.000,1.000
-12.305,-12.469,-10.159,-10.516,-12.206,-1.353,-13.362,-9.938,-0.019,1.012,-0.130,-2.106,-0.549,0.580,73.333,32553.000,1.000
-15.390,-14.405,-10.255,-12.819,-13.723,-1.772,-14.799,-8.021,-0.019,1.012,-0.128,-2.167,-0.610,0.427,73.333,32554.000,1.000
-18.739,-15.954,-10.333,-16.027,-15.923,-2.945,-14.833,-6.592,-0.021,1.011,-0.130,-2.197,-0.610,0.427,73.333,32555.000,1.000
-22.321,-17.633,-10.849,-19.934,-18.756,-5.067,-15.039,-6.422,-0.020,1.009,-0.130,-2.167,-0.580,0.366,73.333,32556.000,1.000
-25.464,-18.937,-12.202,-23.908,-21.872,-7.600,-15.379,-7.740,-0.019,1.009,-0.130,-2.136,-0.610,0.397,73.333,32557.000,1.000
-26.970,-18.656,-14.137,-26.808,-24.346,-9.589,-14.163,-9.933,-0.020,1.008,-0.128,-2.106,-0.641,0.366,73.333,32558.000,1.000
-26.119,-16.345,-15.712,-27.448,-24.936,-10.442,-10.303,-11.940,-0.019,1.009,-0.131,-2.045,-0.641,0.305,73.333,32559.000,1.000
-23.510,-13.118,-15.949,-25.484,-22.910,-10.386,-4.994,-13.091,-0.018,1.008,-0.128,-2.075,-0.671,0.336,73.333,32560.000,1.000
-20.731,-10.752,-14.683,-21.917,-18.702,-10.107,-0.684,-13.510,-0.018,1.010,-0.126,-2.167,-0.702,0.366,73.333,32561.000,1.000
-19.105,-10.031,-12.636,-18.409,-13.545,-9.884,1.504,-13.582,-0.019,1.010,-0.129,-2.197,-0.610,0.366,73.333,32562.000,1.000
-18.953,-10.416,-10.610,-16.059,-8.487,-9.397,2.445,-13.458,-0.019,1.011,-0.128,-2.167,-0.641,0.336,73.333,32563.000,1.000
-20.125,-11.360,-8.829,-14.975,-3.952,-8.588,2.983,-13.351,-0.021,1.012,-0.131,-2.319,-0.549,0.305,73.333,32564.000,1.000
-22.547,-13.131,-7.060,-14.714,-0.005,-8.080,2.514,-13.793,-0.021,1.011,-0.130,-2.411,-0.488,0.275,73.333,32565.000,1.000
-25.747,-15.812,-5.017,-14.722,3.397,-8.244,0.448,-15.034,-0.021,1.011,-0.129,-2.533,-0.488,0.305,73.333,32566.000,1.000
-28.363,-18.145,-2.518,-14.454,6.450,-8.233,-1.846,-16.340,-0.020,1.009,-0.130,-2.502,-0.488,0.244,73.333,32567.000,1.000
-28.977,-18.332,0.391,-13.594,9.412,-6.614,-1.932,-16.356,-0.021,1.010,-0.128,-2.655,-0.488,0.336,73.333,32568.000,1.000
-27.701,-16.189,3.061,-12.538,12.090,-3.147,0.687,-14.364,-0.018,1.011,-0.130,-2.869,-0.458,0.397,73.333,32569.000,1.000
-26.503,-13.829,4.161,-12.481,13.542,0.515,3.447,-11.013,-0.019,1.012,-0.130,-3.021,-0.488,0.488,73.333,32570.000,1.000
-27.356,-13.568,2.587,-14.509,12.808,2.445,3.476,-7.475,-0.021,1.012,-0.129,-3.052,-0.397,0.366,73.333,32571.000,1.000
-30.163,-15.370,-1.356,-18.452,10.043,2.566,1.026,-4.138,-0.020,1.013,-0.129,-3.296,-0.427,0.397,73.333,32572.000,1.000
-33.116,-17.114,-6.048,-22.937,6.521,2.426,-0.972,-0.681,-0.020,1.014,-0.129,-3.448,-0.488,0.488,73.333,32573.000,1.000
-34.906,-17.253,-9.863,-26.469,3.609,3.022,-0.609,2.840,-0.023,1.013,-0.125,-3.571,-0.580,0.427,73.333,32574.000,1.000
-35.686,-16.232,-12.008,-28.128,2.160,3.896,1.104,5.859,-0.023,1.012,-0.131,-3.693,-0.610,0.458,73.333,32575.000,1.000
-35.845,-15.116,-12.296,-27.498,2.630,4.489,2.281,8.249,-0.025,1.011,-0.132,-3.754,-0.641,0.427,73.333,32576.000,1.000
-34.833,-13.832,-10.707,-24.574,5.075,5.317,2.835,10.668,-0.025,1.016,-0.132,-3.723,-0.671,0.336,73.333,32577.000,1.000
-31.962,-11.605,-7.490,-19.950,8.936,7.153,4.085,13.740,-0.025,1.016,-0.135,-3.937,-0.763,0.275,73.333,32578.000,1.000
-28.040,-8.824,-3.574,-14.966,13.030,9.459,5.994,17.019,-0.027,1.018,-0.131,-4.089,-0.793,0.336,73.333,32579.000,1.000
-25.360,-7.416,-0.530,-11.300,15.976,10.302,6.121,18.786,-0.026,1.017,-0.129,-4.395,-0.854,0.366,73.333,32580.000,1.000
-25.518,-8.728,0.356,-9.926,16.919,8.093,2.303,17.155,-0.028,1.014,-0.131,-4.333,-0.916,0.244,73.333,32581.000,1.000
-27.533,-11.590,-0.911,-10.365,16.023,3.204,-4.193,11.720,-0.027,1.011,-0.132,-4.425,-1.190,0.305,73.333,32582.000,1.000
-28.744,-13.350,-3.127,-11.217,14.188,-2.495,-9.403,4.046,-0.027,1.008,-0.128,-4.486,-1.221,0.336,73.333,32583.000,1.000
-27.383,-12.524,-4.828,-11.274,12.412,-7.484,-10.463,-3.445,-0.027,1.006,-0.131,-4.486,-1.312,0.305,73.333,32584.000,1.000
-23.774,-9.779,-5.060,-10.015,11.437,-11.437,-7.788,-8.840,-0.025,1.005,-0.132,-4.333,-1.343,0.275,73.333,32585.000,1.000
-19.193,-6.488,-3.708,-7.504,11.624,-14.299,-3.523,-11.313,-0.025,1.006,-0.131,-4.303,-1.404,0.305,73.333,32586.000,1.000
-14.306,-3.015,-1.358,-4.144,12.947,-15.340,1.167,-11.019,-0.022,1.005,-0.131,-4.211,-1.434,0.305,73.333,32587.000,1.000
-9.240,1.147,1.251,-0.562,15.053,-13.740,6.486,-8.819,-0.021,1.005,-0.129,-4.059,-1.343,0.427,73.333,32588.000,1.000
-4.758,5.832,3.697,2.453,17.356,-9.863,12.092,-5.970,-0.022,1.008,-0.129,-3.784,-1.373,0.305,73.333,32589.000,1.000
-2.289,9.711,6.023,4.328,19.384,-5.337,16.131,-3.548,-0.022,1.007,-0.129,-3.754,-1.465,0.397,73.333,32590.000,1.000
-2.472,11.668,8.549,5.151,21.135,-1.695,16.871,-1.885,-0.022,1.011,-0.129,-3.723,-1.434,0.427,73.333,32591.000,1.000
-4.187,12.095,11.432,5.555,22.892,0.875,14.798,-0.575,-0.021,1.011,-0.131,-3.693,-1.434,0.488,73.333,32592.000,1.000
-5.364,12.321,14.534,6.273,24.914,3.341,12.215,1.122,-0.020,1.009,-0.130,-3.571,-1.373,0.641,73.333,32593.000,1.000
-4.622,13.013,17.770,7.879,27.433,6.605,10.769,3.889,-0.017,1.009,-0.128,-3.571,-1.251,0.641,73.333,32594.000,1.000
-2.075,13.559,21.187,10.532,30.505,10.631,9.979,7.905,-0.016,1.009,-0.128,-3.418,-1.282,0.671,73.333,32595.000,1.000
1.250,12.959,24.426,13.714,33.582,14.653,8.383,12.610,-0.019,1.010,-0.129,-3.418,-1.282,0.732,73.333,32596.000,1.000
4.534,11.075,26.424,16.381,35.518,18.099,5.662,17.170,-0.021,1.010,-0.128,-3.357,-1.129,0.793,73.333,32597.000,1.000
7.607,8.872,26.156,17.608,35.319,21.096,3.116,21.211,-0.019,1.012,-0.128,-3.235,-1.007,0.763,73.333,32598.000,1.000
10.571,7.546,23.756,17.262,33.001,23.979,2.132,24.910,-0.019,1.013,-0.127,-3.204,-0.977,0.793,73.333,32599.000,1.000
13.447,7.733,20.609,16.149,29.712,26.564,2.840,28.339,-0.021,1.012,-0.124,-3.265,-0.854,0.793,73.333,32600.000,1.000
16.365,9.606,18.189,15.381,26.845,28.165,4.622,30.963,-0.020,1.010,-0.126,-3.357,-0.793,0.824,73.333,32601.000,1.000
19.657,13.088,16.787,15.456,24.954,28.294,7.340,31.895,-0.018,1.010,-0.128,-3.326,-0.732,0.793,73.333,32602.000,1.000
23.361,17.401,15.504,15.961,23.508,27.021,11.186,30.460,-0.019,1.008,-0.129,-3.296,-0.671,0.702,73.333,32603.000,1.000
26.761,20.873,13.498,16.175,21.641,24.554,15.386,26.492,-0.017,1.009,-0.130,-3.357,-0.610,0.702,73.333,32604.000,1.000
28.875,21.970,11.072,15.913,19.145,21.030,18.075,20.602,-0.017,1.011,-0.127,-3.113,-0.488,0.732,73.333,32605.000,1.000
29.522,20.761,9.466,15.751,16.796,17.047,18.079,14.370,-0.015,1.010,-0.128,-3.204,-0.366,0.763,73.333,32606.000,1.000
29.572,18.979,9.622,16.385,15.585,13.717,16.300,9.580,-0.015,1.009,-0.127,-3.235,-0.305,0.793,73.333,32607.000,1.000
29.844,18.276,11.225,17.848,15.662,11.577,14.574,6.828,-0.016,1.008,-0.124,-3.143,-0.183,0.885,73.333,32608.000,1.000
30.029,18.538,12.994,19.515,16.233,9.780,13.342,5.153,-0.016,1.012,-0.127,-3.174,0.122,0.854,73.333,32609.000,1.000
29.158,18.300,13.805,20.779,16.475,6.902,11.308,3.177,-0.016,1.010,-0.129,-3.113,0.153,0.916,73.333,32610.000,1.000
27.055,16.768,13.478,21.554,16.323,2.608,7.573,0.467,-0.015,1.008,-0.128,-3.052,0.244,0.854,73.333,32611.000,1.000
24.930,14.993,12.676,22.191,16.362,-1.699,3.443,-2.182,-0.014,1.007,-0.129,-3.021,0.427,0.885,73.333,32612.000,1.000
24.291,14.776,12.172,22.984,17.067,-4.186,1.432,-3.756,-0.015,1.007,-0.128,-3.021,0.549,0.854,73.333,32613.000,1.000
25.312,16.524,12.085,23.694,18.154,-4.546,2.523,-4.287,-0.016,1.007,-0.129,-3.021,0.580,0.885,73.333,32614.000,1.000
26.573,18.660,11.853,23.588,18.696,-4.243,5.006,-4.945,-0.019,1.009,-0.129,-2.869,0.671,0.946,73.333,32615.000,1.000
26.576,19.366,11.068,22.086,17.967,-4.687,6.391,-6.713,-0.018,1.007,-0.125,-2.838,0.854,1.007,73.333,32616.000,1.000
25.255,18.418,10.066,19.334,16.118,-5.625,6.091,-9.113,-0.018,1.008,-0.125,-2.838,0.916,1.068,73.333,32617.000,1.000
23.784,16.986,9.621,16.180,14.035,-5.567,5.745,-10.469,-0.020,1.010,-0.128,-2.716,0.946,1.190,73.333,32618.000,1.000
23.180,16.026,10.298,13.730,12.701,-3.477,6.970,-9.425,-0.021,1.011,-0.131,-2.472,0.946,1.160,73.333,32619.000,1.000
23.454,15.347,12.075,12.868,12.670,0.229,9.460,-5.968,-0.022,1.013,-0.132,-2.472,0.916,1.221,73.333,32620.000,1.000
24.137,14.350,14.389,13.929,13.934,4.372,11.813,-0.922,-0.024,1.015,-0.127,-2.563,0.916,1.434,73.333,32621.000,1.000
25.040,13.142,16.544,16.503,16.056,8.198,13.442,5.042,-0.025,1.016,-0.129,-2.625,0.854,1.617,73.333,32622.000,1.000
25.949,12.232,18.085,19.400,18.304,11.488,14.552,11.372,-0.025,1.018,-0.129,-2.747,0.763,1.740,73.333,32623.000,1.000
25.997,11.366,18.841,21.114,19.907,13.867,14.579,17.068,-0.029,1.019,-0.132,-2.777,0.702,1.953,73.333,32624.000,1.000
24.176,9.550,18.907,20.796,20.486,14.770,12.092,20.911,-0.030,1.017,-0.127,-2.930,0.610,2.075,73.333,32625.000,1.000
20.677,6.523,18.676,18.922,20.304,14.271,6.880,22.453,-0.032,1.013,-0.130,-2.869,0.458,2.289,73.333,32626.000,1.000
17.337,3.634,18.659,16.949,20.018,13.444,1.468,22.460,-0.033,1.010,-0.130,-2.899,0.275,2.319,73.333,32627.000,1.000
16.202,2.689,19.096,16.174,20.147,13.441,-0.503,22.221,-0.032,1.008,-0.129,-3.082,0.122,2.289,73.333,32628.000,1.000
17.585,4.023,19.631,16.802,20.637,14.357,2.361,22.422,-0.030,1.007,-0.132,-2.991,-0.122,2.228,73.333,32629.000,1.000
19.843,6.111,19.419,17.941,20.814,15.191,7.949,22.651,-0.029,1.007,-0.130,-2.716,-0.183,2.106,73.333,32630.000,1.000
21.005,7.182,17.747,18.377,19.824,14.813,12.830,21.933,-0.025,1.007,-0.129,-2.747,-0.366,2.075,73.333,32631.000,1.000
20.411,6.987,14.571,17.384,17.230,13.002,15.331,19.719,-0.024,1.008,-0.126,-2.808,-0.549,2.106,73.333,32632.000,1.000
18.796,6.719,10.534,15.055,13.353,10.484,16.112,16.311,-0.023,1.009,-0.128,-2.808,-0.641,2.045,73.333,32633.000,1.000
17.122,7.337,6.648,12.162,9.190,7.980,16.151,12.517,-0.020,1.009,-0.132,-2.655,-0.702,1.984,73.333,32634.000,1.000
15.801,8.552,3.846,9.801,6.003,5.611,15.292,9.137,-0.019,1.007,-0.131,-2.747,-0.702,1.984,73.333,32635.000,1.000
15.050,9.707,2.638,8.972,4.723,3.370,13.227,6.712,-0.017,1.008,-0.132,-2.899,-0.610,1.953,73.333,32636.000,1.000
15.328,10.967,2.931,10.086,5.388,1.561,10.893,5.345,-0.016,1.009,-0.128,-2.899,-0.610,1.892,73.333,32637.000,1.000
16.839,12.922,4.067,12.625,7.039,0.347,9.802,4.464,-0.014,1.010,-0.130,-2.930,-0.641,1.923,73.333,32638.000,1.000
18.936,15.422,5.373,15.594,8.531,-0.667,10.125,3.163,-0.012,1.010,-0.130,-3.082,-0.549,1.831,73.333,32639.000,1.000
20.494,17.437,6.824,18.366,9.487,-2.036,10.200,1.092,-0.009,1.010,-0.134,-3.174,-0.580,1.801,73.333,32640.000,1.000
20.787,18.033,8.734,20.732,10.111,-3.850,8.213,-1.318,-0.010,1.010,-0.131,-3.296,-0.397,1.862,73.333,32641.000,1.000
20.168,17.439,11.077,22.543,10.517,-5.345,4.415,-3.226,-0.012,1.011,-0.133,-3.387,-0.336,1.801,73.333,32642.000,1.000
19.891,16.981,13.488,23.786,10.716,-5.196,1.294,-3.673,-0.011,1.011,-0.130,-3.448,-0.214,1.740,73.333,32643.000,1.000
20.657,17.366,15.302,24.448,10.589,-3.064,0.906,-2.446,-0.010,1.013,-0.129,-3.662,-0.092,1.770,73.333,32644.000,1.000
21.464,17.392,15.391,24.069,9.520,-0.681,2.560,-0.881,-0.012,1.012,-0.128,-3.693,0.092,1.587,73.333,32645.000,1.000
20.632,15.265,12.710,21.946,6.718,-0.348,3.996,-0.818,-0.014,1.014,-0.130,-3.754,0.183,1.434,73.333,32646.000,1.000
17.598,10.758,7.247,17.809,2.050,-2.658,4.090,-2.827,-0.016,1.014,-0.132,-3.906,0.244,1.343,73.333,32647.000,1.000
13.134,5.272,0.253,12.064,-3.786,-6.420,3.307,-6.061,-0.016,1.014,-0.131,-4.089,0.214,1.129,73.333,32648.000,1.000
8.336,0.245,-6.334,5.670,-9.646,-10.168,2.178,-9.254,-0.017,1.016,-0.131,-4.303,0.244,0.977,73.333,32649.000,1.000
4.037,-3.724,-10.631,-0.047,-14.288,-13.019,0.553,-11.298,-0.016,1.017,-0.130,-4.395,0.275,0.793,73.333,32650.000,1.000
0.711,-6.588,-11.786,-4.035,-16.989,-14.709,-1.838,-11.659,-0.017,1.018,-0.130,-4.639,0.183,0.763,73.333,32651.000,1.000
-1.508,-8.477,-10.770,-6.266,-18.196,-15.432,-4.739,-10.865,-0.016,1.019,-0.128,-4.730,0.153,0.580,73.333,32652.000,1.000
-2.785,-9.668,-9.701,-7.576,-19.068,-15.547,-7.461,-10.124,-0.016,1.016,-0.127,-4.852,0.153,0.549,73.333,32653.000,1.000
-3.708,-10.821,-10.170,-8.769,-20.291,-15.489,-9.808,-10.265,-0.019,1.014,-0.127,-4.913,0.031,0.549,73.333,32654.000,1.000
-5.147,-12.837,-12.314,-9.998,-21.558,-15.822,-12.600,-11.259,-0.022,1.012,-0.129,-5.066,0.061,0.427,73.333,32655.000,1.000
-7.505,-15.861,-15.188,-10.891,-22.063,-16.937,-16.624,-12.589,-0.022,1.013,-0.131,-5.127,0.153,0.305,73.333,32656.000,1.000
-10.165,-18.563,-17.687,-11.102,-21.263,-18.556,-21.116,-13.686,-0.023,1.013,-0.131,-5.005,0.031,0.183,73.333,32657.000,1.000
-11.962,-19.083,-19.072,-10.650,-19.142,-19.711,-23.939,-14.058,-0.021,1.012,-0.128,-5.066,-0.061,0.153,73.333,32658.000,1.000
-12.310,-16.894,-19.005,-9.829,-16.063,-19.502,-23.563,-13.404,-0.019,1.013,-0.122,-5.066,-0.214,0.061,73.333,32659.000,1.000
-11.692,-13.310,-17.553,-9.013,-12.648,-17.820,-20.443,-11.780,-0.017,1.012,-0.122,-5.188,-0.275,0.061,73.333,32660.000,1.000
-10.814,-9.928,-15.215,-8.447,-9.653,-15.161,-15.992,-9.477,-0.018,1.009,-0.124,-5.249,-0.366,0.122,73.333,32661.000,1.000
-9.637,-7.095,-12.852,-8.183,-7.804,-12.055,-10.783,-6.784,-0.020,1.003,-0.125,-5.249,-0.336,0.061,73.333,32662.000,1.000
-7.800,-4.440,-11.448,-8.285,-7.729,-9.123,-4.776,-4.235,-0.019,1.002,-0.126,-5.157,-0.366,0.183,73.333,32663.000,1.000
-5.768,-2.426,-11.649,-8.895,-9.736,-7.373,0.954,-2.895,-0.018,1.001,-0.124,-4.913,-0.366,0.275,73.333,32664.000,1.000
-4.651,-2.288,-13.248,-9.794,-13.292,-7.642,4.134,-3.554,-0.018,1.003,-0.126,-4.852,-0.397,0.336,73.333,32665.000,1.000
-4.771,-4.268,-15.156,-10.167,-16.929,-9.536,3.477,-5.637,-0.017,1.003,-0.126,-4.639,-0.427,0.488,73.333,32666.000,1.000
-5.012,-6.663,-16.181,-9.179,-19.057,-11.425,0.325,-7.538,-0.012,1.004,-0.129,-4.456,-0.244,0.641,73.333,32667.000,1.000
-3.825,-7.201,-15.897,-6.619,-18.870,-11.793,-2.288,-7.893,-0.012,1.005,-0.125,-4.395,-0.214,0.824,73.333,32668.000,1.000
-0.826,-5.327,-14.716,-3.023,-16.611,-10.496,-2.401,-6.340,-0.015,1.007,-0.123,-4.211,-0.183,1.068,73.333,32669.000,1.000
2.693,-2.742,-13.341,0.640,-13.244,-8.652,-0.805,-3.550,-0.016,1.007,-0.126,-4.150,-0.092,1.221,73.333,32670.000,1.000
5.019,-1.490,-12.223,3.562,-9.802,-7.336,0.404,-0.668,-0.019,1.007,-0.126,-3.998,-0.031,1.282,73.333,32671.000,1.000
5.674,-1.862,-11.330,5.593,-6.796,-6.457,0.598,1.535,-0.022,1.008,-0.128,-3.815,-0.122,1.434,73.333,32672.000,1.000
5.494,-2.442,-10.312,7.103,-4.185,-5.054,1.045,2.994,-0.023,1.007,-0.126,-3.723,-0.214,1.373,73.333,32673.000,1.000
5.222,-1.974,-8.935,8.364,-1.890,-2.625,2.639,3.856,-0.024,1.003,-0.123,-3.601,-0.183,1.373,73.333,32674.000,1.000
4.750,-0.528,-7.298,9.269,-0.136,0.265,4.394,4.041,-0.025,1.004,-0.125,-3.571,-0.305,1.251,73.333,32675.000,1.000
3.991,1.362,-5.625,9.653,0.813,2.856,4.881,3.702,-0.025,1.003,-0.127,-3.479,-0.366,1.160,73.333,32676.000,1.000
3.815,3.939,-4.014,9.624,1.051,5.268,4.532,3.757,-0.026,1.006,-0.125,-3.265,-0.519,1.068,73.333,32677.000,1.000
5.308,7.712,-2.559,9.387,0.949,8.026,5.338,5.144,-0.028,1.010,-0.124,-3.052,-0.610,0.946,73.333,32678.000,1.000
8.082,11.792,-1.705,8.777,0.621,10.568,8.000,7.413,-0.026,1.013,-0.125,-3.021,-0.641,0.793,73.333,32679.000,1.000
10.045,13.847,-2.085,7.279,-0.273,11.202,10.441,8.736,-0.026,1.017,-0.123,-2.991,-0.702,0.641,73.333,32680.000,1.000
9.379,12.326,-3.703,4.727,-1.997,9.000,10.008,7.691,-0.023,1.018,-0.121,-3.052,-0.732,0.519,73.333,32681.000,1.000
6.323,8.127,-5.561,1.747,-4.227,5.202,6.533,4.702,-0.021,1.017,-0.126,-3.082,-0.824,0.305,73.333,32682.000,1.000
2.600,3.546,-6.395,-0.721,-6.222,2.244,2.223,1.523,-0.020,1.020,-0.123,-3.265,-0.916,0.183,73.333,32683.000,1.000
-0.571,-0.031,-5.625,-2.208,-7.374,1.564,-1.275,-0.380,-0.019,1.021,-0.119,-3.448,-0.977,0.214,73.333,32684.000,1.000
-3.369,-2.890,-3.598,-3.000,-7.600,2.571,-4.598,-0.857,-0.016,1.022,-0.119,-3.571,-0.946,0.214,73.333,32685.000,1.000
-6.492,-5.783,-1.303,-3.810,-7.389,3.481,-9.164,-0.829,-0.014,1.022,-0.121,-3.662,-0.854,0.214,73.333,32686.000,1.000
-9.868,-8.536,0.232,-5.120,-7.382,2.990,-14.620,-1.182,-0.012,1.022,-0.123,-3.723,-0.732,0.244,73.333,32687.000,1.000
-12.520,-10.156,0.550,-6.816,-7.912,1.192,-18.647,-2.082,-0.009,1.021,-0.125,-3.998,-0.488,0.366,73.333,32688.000,1.000
-13.776,-10.238,-0.237,-8.537,-9.038,-1.083,-19.599,-3.497,-0.007,1.021,-0.123,-3.967,-0.397,0.427,73.333,32689.000,1.000
-14.048,-9.596,-1.803,-10.053,-10.674,-3.228,-18.364,-5.605,-0.006,1.018,-0.124,-4.059,-0.183,0.549,73.333,32690.000,1.000
-13.991,-9.073,-3.700,-11.137,-12.451,-4.743,-16.846,-8.192,-0.005,1.018,-0.122,-4.150,0.000,0.671,73.333,32691.000,1.000
-13.641,-8.523,-5.483,-11.615,-13.905,-5.054,-15.606,-10.498,-0.005,1.015,-0.120,-4.242,0.336,0.793,73.333,32692.000,1.000
-12.806,-7.447,-6.865,-11.660,-14.805,-4.088,-13.822,-11.872,-0.006,1.012,-0.119,-4.303,0.610,0.977,73.333,32693.000,1.000
-11.706,-6.067,-7.463,-11.590,-14.966,-2.528,-10.977,-12.022,-0.007,1.012,-0.120,-4.333,0.854,1.099,73.333,32694.000,1.000
-10.947,-5.346,-6.672,-11.483,-14.054,-1.284,-7.931,-10.933,-0.009,1.011,-0.119,-4.333,0.977,1.160,73.333,32695.000,1.000
-10.977,-5.965,-4.262,-11.216,-11.900,-0.786,-6.114,-8.967,-0.010,1.009,-0.120,-4.364,1.190,1.282,73.333,32696.000,1.000
-11.671,-7.575,-1.001,-10.764,-8.899,-0.737,-5.880,-6.824,-0.013,1.006,-0.118,-4.303,1.343,1.282,73.333,32697.000,1.000
-12.647,-9.364,1.694,-10.310,-5.893,-0.633,-6.322,-5.187,-0.015,1.004,-0.116,-4.211,1.404,1.190,73.333,32698.000,1.000
-13.879,-11.147,2.813,-10.023,-3.615,-0.565,-6.805,-4.384,-0.019,1.002,-0.115,-4.150,1.495,1.190,73.333,32699.000,1.000
