TimeStamp;Delta_TP9;Delta_AF7;Delta_AF8;Delta_TP10;Theta_TP9;Theta_AF7;Theta_AF8;Theta_TP10;Alpha_TP9;Alpha_AF7;Alpha_AF8;Alpha_TP10;Beta_TP9;Beta_AF7;Beta_AF8;Beta_TP10;Gamma_TP9;Gamma_AF7;Gamma_AF8;Gamma_TP10;RAW_TP9;RAW_AF7;RAW_AF8;RAW_TP10;AUX_RIGHT;Accelerometer_X;Accelerometer_Y;Accelerometer_Z;Gyro_X;Gyro_Y;Gyro_Z;HeadBandOn;HSI_TP9;HSI_AF7;HSI_AF8;HSI_TP10;Battery;Elements
21:55:12.283;0.7766946;-0.07250542;0.7160178;0.3010485;0.4879265;0.17249101;0.1536343;0.53756475;0.986373;0.43135145;0.27049732;0.7987858;0.764847;1.229118;1.0988356;0.8495508;0.35581094;0.51986164;0.82112616;0.52747744;738.1685;811.0989;378.75458;840.5128;701.9048;0.37640380859375;-0.05401611328125;0.94097900390625;1.906585693359375;-4.3963623046875;-1.2860107421875;1;1.0;1.0;2.0;1.0;55.00;
21:55:13.294;0.64980483;0.025404803;0.7160178;0.31107628;0.5482698;0.23660915;0.1536343;0.60270244;0.49611622;0.3077743;0.27049732;0.58857393;0.6160996;1.2758614;1.0988356;0.930121;0.34460536;0.6482881;0.82112616;0.58314824;763.1502;803.0403;118.05861;819.5604;871.13556;0.38494873046875;-0.04803466796875;0.9305419921875;1.278533935546875;-3.955230712890625;-2.011260986328125;1;1.0;1.0;2.0;1.0;50.00;
21:55:14.302;0.7264878;-0.1757436;0.7160178;0.5733846;0.24485002;0.23133051;0.1536343;0.1567369;0.5493813;0.2713604;0.27049732;0.5526103;0.5627451;1.2546655;1.0988356;0.5963592;0.5582674;0.64728767;0.82112616;0.6949137;877.98535;815.9341;245.38461;796.99634;818.3516;0.38543701171875;-0.05047607421875;0.93377685546875;1.80938720703125;-4.508514404296875;-2.04864501953125;1;1.0;1.0;2.0;1.0;50.00;
21:55:15.311;0.1611978;-0.31057757;0.7160178;0.19997804;0.35624933;0.12253489;0.1536343;0.28272128;0.9228496;0.42569265;0.27049732;0.6763205;0.6477109;1.2250808;1.0988356;0.7356419;0.56435865;0.71158284;0.82112616;0.62977195;700696;771.2088;170.43956;819.5604;921.50183;0.3924560546875;-0.04742431640625;0.9315185546875;0.889739990234375;-4.66552734375;-1.712188720703125;1;1.0;1.0;2.0;1.0;50.00;
21:55:16.316;0.56020355;-0.5313039;0.7160178;0.4750798;0.4577886;0.26837337;0.1536343;0.22108589;0.8404606;0.417542;0.27049732;0.5462786;0.68568593;1.1929271;1.0988356;0.71125746;0.41295883;0.77317864;0.82112616;0.57441235;801.8315;818.7546;319.5238;830.0366;720.0366;0.405029296875;-0.04437255859375;0.92742919921875;1.517791748046875;-4.134674072265625;-1.973876953125;1;1.0;1.0;4.0;1.0;50.00;
21:55:17.320;0.53126657;-0.27569908;0.7160178;0.18749735;0.34647456;-0.050154205;0.1536343;0.24517807;0.40786865;0.15284823;0.27049732;0.35723743;0.70698327;1.2234725;1.0988356;0.86120635;0.43813953;0.88329774;0.82112616;0.61551356;760.32965;806.6667;338.86447;826.0073;833663;0.39801025390625;-0.04827880859375;0.92718505859375;1.577606201171875;-4.38140869140625;-2.3626708984375;1;1.0;1.0;2.0;1.0;50.00;
21:55:18.323;0.19036064;-0.19545308;0.7160178;0.08063923;0.2608322;-0.5179707;0.1536343;0.12617245;0.3283313;0.10279524;0.27049732;0.49184427;0.7317428;1.1560305;1.0988356;0.9394218;0.62630826;0.6461677;0.82112616;0.7158026;714.3956;813.1135;443.62637;814.7253;803.8461;0.40350341796875;-0.0440673828125;0.922119140625;0.79254150390625;-3.671112060546875;-2.10845947265625;1;1.0;1.0;4.0;1.0;50.00;
21:55:19.328;0.063969165;0.031346466;0.7160178;-0.11578433;0.30529913;0.010788621;0.1536343;0.09770428;0.44929743;0.5641071;0.27049732;0.5148699;0.7811586;1.1968163;1.0988356;0.8523621;0.5746419;0.680068;0.82112616;0.49866304;862.27106;775.64105;13.296703;851.39197;1016.1905;0.4644775390625;0.04400634765625;0.8975830078125;-5.30853271484375;-11.372222900390625;0.04486083984375;1;1.0;1.0;2.0;1.0;50.00;
21:55:19.412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/muse/elements/blink
21:55:20.207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/muse/elements/blink
21:55:20.337;-0.19284496;0.27641797;0.7160178;-0.26726842;0.14184406;0.42971584;0.1536343;0.43564567;0.37167463;0.43943268;0.27049732;0.42518058;0.7604199;1.1453228;1.0988356;0.7776932;0.4877152;0.7433593;0.82112616;0.32877478;1624.6154;1039.1575;1625.0183;271.97803;692.23444;0.5068359375;-0.0211181640625;0.87054443359375;1.772003173828125;-2.729034423828125;-1.682281494140625;1;1.0;1.0;4.0;1.0;50.00;
21:55:20.908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/muse/elements/blink
