Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,Elements
0.7114597,0.5434329,0.72754025,0.38166907,0.5395488,0.29168108,0.86642367,0.59180856,0.6945392,0.6996393,0.5915253,1.0497966,0.5474442,0.24236993,0.58539796,0.54142153,0.086921245,-0.3253867,0.24374323,0.19998553,772.01465,774.0293,774.83514,787326,-0.17645263671875,-0.0252685546875,0.995849609375,1.7047119140625,-4.05242919921875,-2.1533203125,
0.7114597,0.5434329,0.72754025,0.38166907,0.5395488,0.29168108,0.86642367,0.59180856,0.6945392,0.6996393,0.5915253,1.0497966,0.5474442,0.24236993,0.58539796,0.54142153,0.086921245,-0.3253867,0.24374323,0.19998553,776.4469,772.01465,769.59705,786.9231,-0.17645263671875,-0.0252685546875,0.995849609375,1.7047119140625,-4.05242919921875,-2.1533203125,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,781.28204,777.25275,772.01465,787.72894,-0.17645263671875,-0.0252685546875,0.995849609375,1.7047119140625,-4.05242919921875,-2.1533203125,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,779.2674,778.86444,768.7912,788.93774,-0.17645263671875,-0.0252685546875,0.995849609375,1.7047119140625,-4.05242919921875,-2.1533203125,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,774.43225,778.0586,769.19415,786.1172,-0.17645263671875,-0.0252685546875,0.995849609375,1.7047119140625,-4.05242919921875,-2.1533203125,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,778.0586,783.2967,780.4762,787326,-0.17645263671875,-0.0252685546875,0.995849609375,1.7047119140625,-4.05242919921875,-2.1533203125,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,783.2967,786.9231,788.93774,789.34064,-0.17645263671875,-0.0252685546875,0.995849609375,1.7047119140625,-4.05242919921875,-2.1533203125,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,787.72894,787326,793.36993,795.38464,-0.17645263671875,-0.0252685546875,0.995849609375,1.7047119140625,-4.05242919921875,-2.1533203125,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,790.14655,787326,796.1905,800.6227,-0.17645263671875,-0.0252685546875,0.995849609375,1.7047119140625,-4.05242919921875,-2.1533203125,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,790.14655,784.5055,794.17584,801.8315,-0.17730712890625,-0.02685546875,0.9990234375,1.712188720703125,-3.491668701171875,-1.727142333984375,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,787326,780.87915,792.96704,804.2491,-0.17730712890625,-0.02685546875,0.9990234375,1.712188720703125,-3.491668701171875,-1.727142333984375,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,786.9231,784.5055,788.1319,801.02563,-0.17730712890625,-0.02685546875,0.9990234375,1.712188720703125,-3.491668701171875,-1.727142333984375,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,795.38464,788.93774,780.07324,796.99634,-0.17730712890625,-0.02685546875,0.9990234375,1.712188720703125,-3.491668701171875,-1.727142333984375,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,797.8022,789.34064,785.7143,796.1905,-0.17730712890625,-0.02685546875,0.9990234375,1.712188720703125,-3.491668701171875,-1.727142333984375,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,794.17584,783.2967,788.1319,796.1905,-0.17730712890625,-0.02685546875,0.9990234375,1.712188720703125,-3.491668701171875,-1.727142333984375,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,790.9524,781.28204,778.0586,791.75824,-0.17730712890625,-0.02685546875,0.9990234375,1.712188720703125,-3.491668701171875,-1.727142333984375,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,787.72894,788.5348,782.0879,792.1612,-0.17730712890625,-0.02685546875,0.9990234375,1.712188720703125,-3.491668701171875,-1.727142333984375,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,791.3553,790.9524,803.0403,803.8461,-0.17730712890625,-0.02685546875,0.9990234375,1.712188720703125,-3.491668701171875,-1.727142333984375,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,790.9524,790.9524,800.6227,801.02563,-0.17730712890625,-0.02685546875,0.9990234375,1.712188720703125,-3.491668701171875,-1.727142333984375,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,783.69965,783.69965,785.31134,794.9817,-0.17730712890625,-0.02685546875,0.9990234375,1.712188720703125,-3.491668701171875,-1.727142333984375,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,779.67035,777.25275,782.0879,789.34064,-0.17730712890625,-0.02685546875,0.9990234375,1.712188720703125,-3.491668701171875,-1.727142333984375,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,782.8938,786.1172,793.36993,788.1319,-0.17681884765625,-0.02862548828125,0.9891357421875,1.2860107421875,-4.134674072265625,-1.51031494140625,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,788.1319,794.17584,800.2198,800.2198,-0.17681884765625,-0.02862548828125,0.9891357421875,1.2860107421875,-4.134674072265625,-1.51031494140625,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,795.38464,799.41394,799.41394,803.8461,-0.17681884765625,-0.02862548828125,0.9891357421875,1.2860107421875,-4.134674072265625,-1.51031494140625,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,793.7729,798.60803,795.38464,803.44324,-0.17681884765625,-0.02862548828125,0.9891357421875,1.2860107421875,-4.134674072265625,-1.51031494140625,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,789.7436,794.9817,789.34064,801.4286,-0.17681884765625,-0.02862548828125,0.9891357421875,1.2860107421875,-4.134674072265625,-1.51031494140625,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,791.75824,792.1612,786.52014,799.81683,-0.17681884765625,-0.02862548828125,0.9891357421875,1.2860107421875,-4.134674072265625,-1.51031494140625,
0.69200903,0.5659559,0.744213,0.4173023,0.5809605,0.29575798,0.89361167,0.59542394,0.6701069,0.6996393,0.5905843,1.0497966,0.56181467,0.24317288,0.5987894,0.5617605,0.09199096,-0.33267784,0.25695917,0.20339489,789.34064,786.1172,786.9231,793.7729,-0.17681884765625,-0.02862548828125,0.9891357421875,1.2860107421875,-4.134674072265625,-1.51031494140625,
0.65758395,0.57085556,0.7803516,0.4504105,0.61837757,0.30003306,0.92218673,0.5890102,0.60694087,0.6996393,0.5905843,1.0481449,0.5664248,0.24566026,0.61376923,0.57912564,0.09294229,-0.34806326,0.27231684,0.2058857,784.10254,784.5055,784.90845,782.8938,-0.17681884765625,-0.02862548828125,0.9891357421875,1.2860107421875,-4.134674072265625,-1.51031494140625,
