Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,Elements
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,808.68134,787326,784.90845,809.89014,-0.19970703125,-0.02960205078125,0.98480224609375,0.844879150390625,-1.83929443359375,-1.06170654296875,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,811.50183,785.31134,790.9524,799011,-0.19970703125,-0.02960205078125,0.98480224609375,0.844879150390625,-1.83929443359375,-1.06170654296875,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,809.0842,787326,796.5934,794.17584,-0.19970703125,-0.02960205078125,0.98480224609375,0.844879150390625,-1.83929443359375,-1.06170654296875,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,801.02563,786.52014,789.7436,788.93774,-0.19970703125,-0.02960205078125,0.98480224609375,0.844879150390625,-1.83929443359375,-1.06170654296875,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,801.02563,786.9231,783.69965,784.10254,-0.19970703125,-0.02960205078125,0.98480224609375,0.844879150390625,-1.83929443359375,-1.06170654296875,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,809.4872,792.96704,789.34064,790.14655,-0.19970703125,-0.02960205078125,0.98480224609375,0.844879150390625,-1.83929443359375,-1.06170654296875,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,806.6667,791.3553,792.96704,790.9524,-0.19970703125,-0.02960205078125,0.98480224609375,0.844879150390625,-1.83929443359375,-1.06170654296875,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,798.60803,787.72894,792.1612,787.72894,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,799011,786.1172,790.14655,793.7729,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,793.7729,782.8938,789.7436,790.9524,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,789.7436,783.69965,788.5348,791.3553,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,792.5641,784.90845,789.34064,802.23444,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,795.78754,785.7143,786.52014,803.44324,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,794.57874,785.31134,770.40295,794.9817,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,792.5641,784.5055,765.9707,794.9817,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,796.5934,787326,781685,799.81683,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,795.38464,789.34064,787326,801.02563,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.63255125,0.47816774,0.7882018,0.5707285,0.5954965,0.1698671,0.8935763,0.38739645,0.5324704,0.6328154,0.39060628,0.5670606,0.47627667,0.24152201,0.6270218,0.58884907,0.09040899,-0.2598469,0.33796304,0.26705322,793.36993,791.3553,792.1612,797.8022,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,790.14655,791.3553,797.3993,782.8938,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,787326,782.49084,792.1612,779.67035,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,790.14655,774.0293,789.7436,788.1319,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,795.78754,778.46155,792.5641,797.3993,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,799011,782.8938,796.1905,809.0842,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,798.20514,780.87915,789.7436,803.8461,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,799011,783.2967,788.1319,793.7729,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,797.8022,788.1319,789.7436,797.8022,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,798.20514,785.7143,784.5055,797.8022,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,804.2491,781685,784.5055,796.5934,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,802.6374,784.10254,789.34064,797.8022,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,801.4286,788.93774,794.9817,798.20514,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,802.23444,787.72894,791.75824,795.78754,-0.203125,-0.0272216796875,1.00811767578125,2.49725341796875,-4.17205810546875,-0.575714111328125,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,798.20514,786.9231,786.1172,790.9524,-0.183837890625,-0.02288818359375,0.9925537109375,1.57012939453125,-3.760833740234375,-0.8074951171875,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,792.5641,784.10254,781.28204,788.5348,-0.183837890625,-0.02288818359375,0.9925537109375,1.57012939453125,-3.760833740234375,-0.8074951171875,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,794.17584,779.67035,776.4469,788.1319,-0.183837890625,-0.02288818359375,0.9925537109375,1.57012939453125,-3.760833740234375,-0.8074951171875,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,797.3993,780.87915,777.6557,781685,-0.183837890625,-0.02288818359375,0.9925537109375,1.57012939453125,-3.760833740234375,-0.8074951171875,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,800.6227,783.2967,782.0879,783.69965,-0.183837890625,-0.02288818359375,0.9925537109375,1.57012939453125,-3.760833740234375,-0.8074951171875,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,802.23444,783.2967,783.69965,789.7436,-0.183837890625,-0.02288818359375,0.9925537109375,1.57012939453125,-3.760833740234375,-0.8074951171875,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,807.47253,787326,788.93774,799011,-0.183837890625,-0.02288818359375,0.9925537109375,1.57012939453125,-3.760833740234375,-0.8074951171875,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,799.41394,785.31134,785.31134,799011,-0.183837890625,-0.02288818359375,0.9925537109375,1.57012939453125,-3.760833740234375,-0.8074951171875,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,788.5348,780.07324,776.04395,791.3553,-0.183837890625,-0.02288818359375,0.9925537109375,1.57012939453125,-3.760833740234375,-0.8074951171875,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,785.7143,778.46155,767.5824,793.7729,-0.183837890625,-0.02288818359375,0.9925537109375,1.57012939453125,-3.760833740234375,-0.8074951171875,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,782.8938,776.4469,758315,790.9524,-0.183837890625,-0.02288818359375,0.9925537109375,1.57012939453125,-3.760833740234375,-0.8074951171875,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,779.67035,769.59705,753.47986,783.69965,-0.183837890625,-0.02288818359375,0.9925537109375,1.57012939453125,-3.760833740234375,-0.8074951171875,
0.6497134,0.49449554,0.67203844,0.64400977,0.5960213,0.16006039,0.80551773,0.44247344,0.50419635,0.58476734,0.19159277,0.6526535,0.47329125,0.25460827,0.6130598,0.6108817,0.079391785,-0.2373331,0.27137202,0.26268467,772.8205,768.7912,760.7326,782.8938,-0.1966552734375,-0.02703857421875,0.9942626953125,1.084136962890625,-2.071075439453125,-0.575714111328125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,776.8498,772.4176,765.16486,788.1319,-0.1966552734375,-0.02703857421875,0.9942626953125,1.084136962890625,-2.071075439453125,-0.575714111328125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,781685,771.6117,773.22345,796.5934,-0.1966552734375,-0.02703857421875,0.9942626953125,1.084136962890625,-2.071075439453125,-0.575714111328125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,776.8498,770.0,784.5055,789.34064,-0.1966552734375,-0.02703857421875,0.9942626953125,1.084136962890625,-2.071075439453125,-0.575714111328125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,774.43225,768.3883,779.67035,779.67035,-0.1966552734375,-0.02703857421875,0.9942626953125,1.084136962890625,-2.071075439453125,-0.575714111328125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,776.04395,770.80585,777.25275,780.07324,-0.1966552734375,-0.02703857421875,0.9942626953125,1.084136962890625,-2.071075439453125,-0.575714111328125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,777.6557,769.19415,782.49084,774.83514,-0.1966552734375,-0.02703857421875,0.9942626953125,1.084136962890625,-2.071075439453125,-0.575714111328125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,779.67035,770.0,778.0586,780.87915,-0.1966552734375,-0.02703857421875,0.9942626953125,1.084136962890625,-2.071075439453125,-0.575714111328125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,782.8938,776.4469,768.7912,790.54944,-0.1966552734375,-0.02703857421875,0.9942626953125,1.084136962890625,-2.071075439453125,-0.575714111328125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,785.7143,778.46155,765.16486,794.9817,-0.1966552734375,-0.02703857421875,0.9942626953125,1.084136962890625,-2.071075439453125,-0.575714111328125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,788.93774,776.4469,767.98535,798.60803,-0.1966552734375,-0.02703857421875,0.9942626953125,1.084136962890625,-2.071075439453125,-0.575714111328125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,790.54944,778.86444,776.04395,787.72894,-0.1966552734375,-0.02703857421875,0.9942626953125,1.084136962890625,-2.071075439453125,-0.575714111328125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,790.54944,783.2967,782.8938,786.52014,-0.20989990234375,-0.02716064453125,0.9970703125,2.534637451171875,-1.323394775390625,-2.452392578125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,787.72894,780.4762,781.28204,790.9524,-0.20989990234375,-0.02716064453125,0.9970703125,2.534637451171875,-1.323394775390625,-2.452392578125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,789.7436,779.67035,778.0586,795.38464,-0.20989990234375,-0.02716064453125,0.9970703125,2.534637451171875,-1.323394775390625,-2.452392578125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,792.96704,779.67035,778.86444,790.14655,-0.20989990234375,-0.02716064453125,0.9970703125,2.534637451171875,-1.323394775390625,-2.452392578125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,791.75824,778.46155,779.2674,788.93774,-0.20989990234375,-0.02716064453125,0.9970703125,2.534637451171875,-1.323394775390625,-2.452392578125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,786.52014,784.10254,778.86444,798.20514,-0.20989990234375,-0.02716064453125,0.9970703125,2.534637451171875,-1.323394775390625,-2.452392578125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,786.52014,790.14655,787.72894,803.0403,-0.20989990234375,-0.02716064453125,0.9970703125,2.534637451171875,-1.323394775390625,-2.452392578125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,788.5348,789.7436,799.41394,803.44324,-0.20989990234375,-0.02716064453125,0.9970703125,2.534637451171875,-1.323394775390625,-2.452392578125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,774.0293,786.1172,791.3553,792.1612,-0.20989990234375,-0.02716064453125,0.9970703125,2.534637451171875,-1.323394775390625,-2.452392578125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,759.92676,781685,774.0293,786.1172,-0.20989990234375,-0.02716064453125,0.9970703125,2.534637451171875,-1.323394775390625,-2.452392578125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,758315,782.0879,772.8205,789.34064,-0.20989990234375,-0.02716064453125,0.9970703125,2.534637451171875,-1.323394775390625,-2.452392578125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,758.71796,788.5348,778.86444,792.1612,-0.20989990234375,-0.02716064453125,0.9970703125,2.534637451171875,-1.323394775390625,-2.452392578125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,770.40295,792.96704,783.2967,796.1905,-0.2093505859375,-0.0296630859375,0.9886474609375,-0.082244873046875,-0.785064697265625,-5.63751220703125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,781685,798.20514,785.7143,801.8315,-0.2093505859375,-0.0296630859375,0.9886474609375,-0.082244873046875,-0.785064697265625,-5.63751220703125,
0.656149,0.5218891,0.7096948,0.7548848,0.5977416,0.16918722,0.7960252,0.5572853,0.45111704,0.44102412,0.21044357,0.85617584,0.47407502,0.2637601,0.6148352,0.64842474,0.05439345,-0.20247813,0.25984806,0.25136635,782.8938,794.17584,792.96704,794.9817,-0.2093505859375,-0.0296630859375,0.9886474609375,-0.082244873046875,-0.785064697265625,-5.63751220703125,
0.82288164,0.54993737,0.74515367,0.865496,0.7094165,0.17785883,0.77975804,0.68051934,0.87086505,0.3188453,0.25437084,0.98417515,0.51107794,0.26805487,0.6220271,0.69183534,0.012005376,-0.1569016,0.2573077,0.2318734,782.49084,781685,793.36993,780.87915,-0.2093505859375,-0.0296630859375,0.9886474609375,-0.082244873046875,-0.785064697265625,-5.63751220703125,
